orderID,customerID,productID,orderDate,quantity,orderStatus
O10046,C1038,P00875,2025-05-29,1,Cancelled
O10047,C0881,P01327,2024-01-26,7,Cancelled
O10048,C2738,P01798,2024-09-26,2,Cancelled
O10049,C0775,P00683,2024-02-07,9,Pending
O10050,C0698,P00578,2025-06-03,8,Delivered
O10051,C1657,P00165,2023-08-14,9,Shipped
O10052,C3650,P00942,2024-11-26,9,Pending
O10053,C2424,P01420,2023-08-10,6,Shipped
O10054,C2469,P01236,2024-08-30,4,Pending
O10055,C1410,P01826,2024-05-05,7,Pending
O10056,C2376,P01485,2024-05-14,8,Pending
O10057,C3445,P01317,2024-03-29,7,Pending
O10058,C1491,P00983,2025-02-13,3,Cancelled
O10059,C1654,P00326,2025-05-27,4,Shipped
O10060,C0306,P01737,2023-09-10,2,Delivered
O10061,C3455,P01937,2024-03-05,4,Cancelled
O10062,C2865,P00832,2025-04-02,3,Pending
O10063,C0229,P00720,2024-10-12,9,Cancelled
O10064,C2518,P01859,2024-05-31,3,Shipped
O10065,C3208,P01207,2024-09-10,2,Pending
O10066,C3265,P01186,2025-01-13,6,Delivered
O10067,C3221,P01988,2023-06-24,7,Delivered
O10068,C1918,P00692,2025-05-26,6,Cancelled
O10069,C1712,P01111,2024-06-01,3,Pending
O10070,C3058,P01586,2025-04-15,2,Shipped
O10071,C2610,P00380,2024-02-09,8,Pending
O10072,C3937,P01820,2025-05-17,5,Cancelled
O10073,C1420,P00830,2023-07-16,5,Cancelled
O10074,C0244,P00133,2024-04-21,5,Cancelled
O10075,C2875,P01499,2024-01-01,8,Shipped
O10076,C1178,P01648,2023-09-20,4,Pending
O10077,C3801,P01514,2025-06-05,4,Pending
O10078,C0382,P01195,2024-08-31,4,Pending
O10079,C3744,P01254,2024-07-20,2,Shipped
O10080,C2549,P01487,2025-02-07,7,Cancelled
O10081,C3961,P00759,2024-02-01,4,Delivered
O10082,C3062,P01320,2024-01-09,1,Shipped
O10083,C3786,P01332,2023-12-08,8,Shipped
O10084,C3938,P01246,2024-01-24,3,Shipped
O10085,C3024,P00742,2024-09-19,3,Cancelled
O10086,C2087,P01237,2024-05-13,5,Cancelled
O10087,C3407,P01473,2024-01-21,4,Shipped
O10088,C2300,P00699,2024-09-27,3,Shipped
O10089,C3435,P00186,2024-09-25,6,Pending
O10090,C3157,P01500,2023-06-28,5,Shipped
O10091,C1963,P00693,2025-05-27,3,Cancelled
O10092,C1574,P00478,2024-07-04,3,Pending
O10093,C2720,P00443,2024-08-20,8,Delivered
O10094,C0764,P00460,2023-10-13,9,Pending
O10095,C1926,P01025,2024-03-31,4,Shipped
O10096,C1207,P01099,2023-09-17,1,Shipped
O10097,C3280,P00206,2024-11-05,3,Delivered
O10098,C3164,P01048,2023-08-16,8,Shipped
O10099,C0062,P00498,2023-09-13,10,Shipped
O10100,C0300,P01036,2023-09-24,8,Pending
O10101,C1297,P01402,2024-04-21,5,Delivered
O10102,C3081,P01274,2024-05-22,10,Pending
O10103,C2029,P01012,2023-11-09,2,Shipped
O10104,C2485,P00466,2024-05-16,6,Pending
O10105,C3005,P01821,2023-08-18,8,Pending
O10106,C0045,P00885,2025-04-18,9,Cancelled
O10107,C2226,P01935,2024-01-29,7,Delivered
O10108,C0427,P01019,2024-07-15,6,Delivered
O10109,C1201,P01322,2024-06-17,6,Delivered
O10110,C0128,P01670,2024-02-02,1,Shipped
O10111,C3003,P00930,2025-01-06,8,Shipped
O10112,C0183,P00478,2025-06-08,3,Shipped
O10113,C2698,P00739,2025-03-02,6,Pending
O10114,C0684,P00647,2024-11-02,1,Delivered
O10115,C3140,P01039,2025-04-16,9,Delivered
O10116,C3700,P00886,2025-05-31,1,Shipped
O10117,C0618,P01017,2023-12-21,7,Delivered
O10118,C1461,P01101,2024-12-30,8,Delivered
O10119,C3638,P01254,2024-09-08,2,Cancelled
O10120,C1851,P01239,2024-12-23,1,Delivered
O10121,C0999,P00191,2023-10-19,6,Pending
O10122,C1950,P00746,2024-07-08,6,Pending
O10123,C0560,P01932,2023-07-19,1,Delivered
O10124,C0876,P00044,2025-05-02,3,Delivered
O10125,C2736,P01305,2025-04-24,8,Shipped
O10126,C1245,P00053,2025-01-01,4,Cancelled
O10127,C3701,P00277,2025-03-26,7,Delivered
O10128,C3444,P01533,2024-02-29,2,Cancelled
O10129,C0994,P01168,2024-03-23,5,Shipped
O10130,C3513,P00968,2023-12-26,2,Delivered
O10131,C3262,P00386,2025-01-19,9,Shipped
O10132,C3072,P00678,2024-03-21,8,Pending
O10133,C2388,P00843,2024-10-15,9,Pending
O10134,C1303,P00466,2024-07-25,8,Cancelled
O10135,C1566,P00543,2024-08-06,7,Shipped
O10136,C2714,P00897,2024-05-16,3,Delivered
O10137,C1014,P00655,2023-10-01,7,Cancelled
O10138,C2314,P01549,2025-01-26,2,Pending
O10139,C3127,P00412,2023-12-01,6,Cancelled
O10140,C3007,P01851,2024-01-22,1,Pending
O10141,C0904,P00182,2024-03-06,10,Cancelled
O10142,C0908,P01983,2025-06-15,9,Shipped
O10143,C0040,P01587,2023-07-02,2,Delivered
O10144,C0401,P00747,2024-08-09,10,Shipped
O10145,C1231,P01720,2024-11-05,2,Cancelled
O10146,C0227,P01733,2025-01-22,6,Shipped
O10147,C2279,P01150,2025-03-28,4,Cancelled
O10148,C2510,P01423,2024-07-07,4,Shipped
O10149,C2219,P00906,2023-09-13,5,Shipped
O10150,C1739,P00998,2023-10-08,4,Shipped
O10151,C0783,P01964,2024-05-19,3,Pending
O10152,C0358,P00027,2023-11-05,2,Pending
O10153,C0088,P01186,2024-05-25,3,Shipped
O10154,C3731,P01476,2023-10-08,7,Cancelled
O10155,C2194,P01269,2024-01-13,2,Shipped
O10156,C2639,P00994,2023-11-19,10,Pending
O10157,C1277,P01213,2024-08-30,9,Delivered
O10158,C3055,P00493,2025-02-04,3,Shipped
O10159,C3250,P01845,2024-05-31,10,Delivered
O10160,C1019,P00505,2024-02-02,5,Shipped
O10161,C3672,P00151,2025-02-16,4,Pending
O10162,C1648,P01204,2025-05-27,4,Cancelled
O10163,C2090,P00994,2025-04-02,1,Shipped
O10164,C0358,P01748,2023-08-17,7,Cancelled
O10165,C1253,P00208,2024-06-14,8,Shipped
O10166,C3311,P01952,2024-04-11,10,Cancelled
O10167,C2213,P00832,2024-01-09,10,Delivered
O10168,C1287,P00019,2023-12-28,2,Cancelled
O10169,C0855,P01354,2023-09-02,9,Cancelled
O10170,C1403,P01456,2024-08-25,9,Delivered
O10171,C0115,P00365,2023-07-13,8,Pending
O10172,C1822,P01134,2025-02-13,8,Cancelled
O10173,C2477,P01159,2023-10-15,3,Pending
O10174,C1975,P01328,2024-05-15,3,Cancelled
O10175,C0935,P00934,2024-05-12,1,Pending
O10176,C2945,P01628,2024-03-10,4,Delivered
O10177,C0486,P01807,2024-04-16,8,Cancelled
O10178,C2158,P01422,2024-05-27,1,Pending
O10179,C2119,P00915,2025-03-26,4,Delivered
O10180,C0158,P00933,2025-05-28,6,Pending
O10181,C2239,P00502,2023-06-21,1,Pending
O10182,C3830,P01557,2025-03-28,9,Cancelled
O10183,C0424,P01486,2023-12-27,4,Shipped
O10184,C3141,P00206,2024-07-23,3,Delivered
O10185,C1252,P01531,2024-07-17,6,Shipped
O10186,C0987,P01712,2025-03-15,5,Shipped
O10187,C3721,P01524,2023-07-07,8,Cancelled
O10188,C2042,P00721,2024-10-04,2,Pending
O10189,C2717,P00142,2023-10-04,10,Shipped
O10190,C3007,P01498,2023-12-13,5,Pending
O10191,C1520,P01815,2024-08-30,5,Cancelled
O10192,C3641,P00028,2023-08-27,7,Shipped
O10193,C2868,P01453,2024-12-09,9,Cancelled
O10194,C3937,P01546,2025-05-20,5,Delivered
O10195,C3637,P01819,2024-04-19,6,Shipped
O10196,C1105,P00719,2024-07-06,8,Pending
O10197,C2101,P01287,2023-12-04,2,Cancelled
O10198,C1402,P00320,2023-12-01,8,Shipped
O10199,C0721,P01220,2025-05-17,2,Pending
O10200,C3776,P00450,2024-10-11,10,Cancelled
O10201,C1981,P01476,2024-01-09,3,Pending
O10202,C0628,P00533,2024-09-30,3,Cancelled
O10203,C2212,P00030,2023-09-24,3,Shipped
O10204,C2248,P01895,2025-04-01,6,Cancelled
O10205,C0240,P00394,2023-07-14,5,Delivered
O10206,C3093,P01471,2025-04-25,3,Delivered
O10207,C1865,P00648,2023-07-22,7,Cancelled
O10208,C0221,P00294,2024-03-18,8,Pending
O10209,C0288,P01978,2025-02-21,2,Cancelled
O10210,C3840,P00289,2023-07-05,4,Pending
O10211,C2808,P01963,2024-10-16,7,Delivered
O10212,C2062,P00460,2024-12-20,1,Shipped
O10213,C1982,P00586,2023-08-13,3,Cancelled
O10214,C2583,P01439,2025-03-15,7,Pending
O10215,C3615,P00943,2025-03-12,8,Cancelled
O10216,C3915,P01063,2024-02-05,3,Delivered
O10217,C0632,P01725,2025-04-18,3,Cancelled
O10218,C2942,P00015,2023-09-20,3,Shipped
O10219,C3964,P01502,2025-01-31,4,Pending
O10220,C0997,P00728,2024-05-25,7,Shipped
O10221,C2151,P00689,2024-03-30,6,Cancelled
O10222,C1700,P00367,2023-09-17,10,Shipped
O10223,C1289,P00572,2023-07-19,8,Shipped
O10224,C1017,P01249,2024-03-29,7,Pending
O10225,C2302,P00740,2024-03-10,1,Delivered
O10226,C2345,P00532,2023-07-30,3,Shipped
O10227,C3553,P00333,2024-12-11,8,Cancelled
O10228,C1585,P00655,2024-11-25,7,Pending
O10229,C3230,P01833,2024-10-16,8,Shipped
O10230,C2433,P00432,2023-07-27,7,Cancelled
O10231,C2079,P00159,2023-11-14,10,Pending
O10232,C2648,P00754,2024-09-27,4,Shipped
O10233,C2616,P01962,2024-05-09,3,Cancelled
O10234,C2566,P01321,2023-07-02,2,Pending
O10235,C3886,P01267,2024-06-09,6,Shipped
O10236,C2011,P01081,2024-04-07,2,Delivered
O10237,C0837,P00456,2023-09-03,1,Delivered
O10238,C2069,P01270,2024-09-30,7,Shipped
O10239,C0598,P00618,2024-08-19,4,Pending
O10240,C0948,P02000,2024-06-06,5,Delivered
O10241,C0424,P00062,2023-08-28,2,Shipped
O10242,C0671,P00008,2025-04-13,9,Shipped
O10243,C0081,P01871,2024-11-18,8,Delivered
O10244,C3536,P01839,2024-01-14,8,Pending
O10245,C1220,P00588,2024-03-30,10,Pending
O10246,C3840,P00947,2024-04-13,6,Cancelled
O10247,C3484,P00617,2025-04-03,8,Pending
O10248,C3005,P01723,2025-04-19,9,Pending
O10249,C1156,P00898,2024-01-06,6,Cancelled
O10250,C2468,P00219,2025-02-26,10,Shipped
O10251,C0403,P00698,2025-04-05,4,Shipped
O10252,C0264,P00602,2024-05-26,5,Shipped
O10253,C1989,P01504,2024-05-13,7,Cancelled
O10254,C1281,P00715,2024-11-09,6,Cancelled
O10255,C0518,P00090,2023-12-11,1,Pending
O10256,C0559,P01532,2024-09-10,10,Cancelled
O10257,C3276,P01833,2024-04-24,4,Delivered
O10258,C1390,P00757,2023-09-23,6,Cancelled
O10259,C0265,P01818,2023-11-08,1,Shipped
O10260,C0487,P01069,2025-01-21,9,Cancelled
O10261,C0479,P01360,2024-01-16,10,Pending
O10262,C2997,P01161,2024-03-22,3,Pending
O10263,C3338,P00125,2024-12-20,1,Shipped
O10264,C2127,P01051,2024-05-19,5,Shipped
O10265,C0253,P01517,2023-08-16,2,Pending
O10266,C3078,P01593,2023-07-28,1,Cancelled
O10267,C1702,P01886,2024-12-29,5,Pending
O10268,C2619,P01177,2023-08-22,8,Delivered
O10269,C3094,P00809,2024-06-22,4,Cancelled
O10270,C1573,P01440,2023-08-12,2,Cancelled
O10271,C0060,P00892,2024-07-29,4,Pending
O10272,C2309,P01161,2025-03-20,2,Shipped
O10273,C0887,P01209,2024-11-30,2,Delivered
O10274,C2244,P01731,2023-07-29,6,Shipped
O10275,C1427,P00455,2025-02-08,6,Cancelled
O10276,C2249,P00553,2024-04-13,7,Cancelled
O10277,C1272,P01468,2023-10-26,5,Cancelled
O10278,C0398,P01398,2025-04-13,5,Cancelled
O10279,C1905,P00099,2025-05-21,5,Pending
O10280,C1393,P01243,2023-09-07,6,Delivered
O10281,C2242,P00408,2024-10-30,7,Pending
O10282,C3079,P01625,2024-01-24,7,Shipped
O10283,C3641,P01814,2025-01-11,9,Cancelled
O10284,C3191,P00991,2024-05-17,8,Pending
O10285,C2029,P01775,2024-01-14,3,Pending
O10286,C1431,P00242,2025-02-02,10,Shipped
O10287,C3384,P01175,2024-08-04,9,Delivered
O10288,C0660,P00221,2025-03-29,6,Shipped
O10289,C0288,P00323,2024-04-03,10,Cancelled
O10290,C2497,P01433,2024-05-16,5,Delivered
O10291,C1840,P01244,2025-04-28,10,Pending
O10292,C3447,P01852,2024-02-29,5,Shipped
O10293,C2319,P01336,2025-02-22,2,Cancelled
O10294,C2248,P01226,2023-12-27,3,Shipped
O10295,C2182,P01925,2025-03-26,6,Delivered
O10296,C1661,P00092,2023-07-27,9,Cancelled
O10297,C0360,P01685,2024-02-19,9,Pending
O10298,C2465,P00265,2024-08-30,3,Cancelled
O10299,C3163,P00890,2024-07-26,10,Delivered
O10300,C3132,P00049,2024-11-26,9,Shipped
O10301,C2332,P02000,2024-11-13,2,Shipped
O10302,C2838,P01357,2024-11-01,1,Shipped
O10303,C0468,P01281,2024-11-14,6,Cancelled
O10304,C0228,P01771,2023-12-24,4,Cancelled
O10305,C1012,P00165,2024-08-13,9,Cancelled
O10306,C1461,P00213,2023-08-13,6,Delivered
O10307,C2958,P01574,2024-02-19,2,Delivered
O10308,C1263,P00060,2023-07-06,10,Shipped
O10309,C1820,P01133,2025-01-16,9,Pending
O10310,C0809,P01381,2025-01-27,3,Delivered
O10311,C2085,P01791,2024-09-25,2,Pending
O10312,C0254,P00171,2024-06-01,9,Shipped
O10313,C0822,P00062,2024-12-05,10,Delivered
O10314,C1940,P00061,2024-11-13,8,Cancelled
O10315,C2147,P01717,2025-01-04,6,Delivered
O10316,C1842,P01904,2023-08-07,3,Delivered
O10317,C1998,P00166,2024-01-28,9,Delivered
O10318,C1151,P00135,2024-09-23,3,Pending
O10319,C0550,P01566,2025-02-01,3,Cancelled
O10320,C2777,P01123,2024-05-07,8,Delivered
O10321,C0175,P00457,2023-08-07,2,Shipped
O10322,C3894,P00867,2024-12-15,3,Delivered
O10323,C3643,P00669,2024-09-12,1,Delivered
O10324,C1480,P00361,2024-02-18,3,Delivered
O10325,C1309,P00967,2024-02-18,10,Cancelled
O10326,C3027,P01426,2024-10-08,6,Cancelled
O10327,C1261,P00354,2023-09-19,8,Cancelled
O10328,C2566,P00590,2025-06-18,4,Pending
O10329,C2273,P01502,2024-02-03,8,Pending
O10330,C2528,P00579,2023-07-23,6,Pending
O10331,C2636,P00473,2023-08-04,9,Pending
O10332,C1727,P01543,2025-02-21,7,Delivered
O10333,C2436,P01938,2024-08-21,7,Cancelled
O10334,C1800,P01109,2025-01-30,6,Pending
O10335,C1747,P01746,2024-02-29,4,Shipped
O10336,C3133,P01180,2023-10-21,5,Shipped
O10337,C0056,P01127,2024-09-06,5,Pending
O10338,C1925,P00042,2025-03-11,1,Delivered
O10339,C0099,P01729,2024-12-31,3,Delivered
O10340,C1380,P01219,2024-11-19,7,Delivered
O10341,C1606,P00509,2024-11-15,2,Pending
O10342,C3723,P00983,2024-04-04,1,Pending
O10343,C0141,P00033,2024-12-30,3,Cancelled
O10344,C0183,P00991,2023-09-23,10,Cancelled
O10345,C0783,P01419,2024-12-18,9,Delivered
O10346,C0447,P00455,2024-01-13,7,Shipped
O10347,C1415,P00257,2024-06-28,7,Cancelled
O10348,C0094,P00815,2025-05-01,1,Delivered
O10349,C3029,P00180,2025-03-09,5,Cancelled
O10350,C1087,P00141,2024-05-07,9,Cancelled
O10351,C3067,P01676,2023-12-19,9,Delivered
O10352,C3422,P01109,2024-04-04,2,Delivered
O10353,C3353,P01376,2024-02-08,10,Shipped
O10354,C0338,P00867,2023-12-20,4,Delivered
O10355,C2499,P01479,2024-04-15,1,Delivered
O10356,C3647,P01925,2025-01-22,4,Pending
O10357,C1719,P00069,2024-10-09,7,Cancelled
O10358,C0505,P01503,2023-06-19,10,Pending
O10359,C3086,P01383,2023-08-02,9,Shipped
O10360,C2613,P01709,2023-10-09,7,Shipped
O10361,C2947,P01678,2025-01-25,8,Delivered
O10362,C3128,P01538,2024-02-08,4,Shipped
O10363,C2360,P01730,2025-02-24,9,Pending
O10364,C0219,P00823,2025-01-14,1,Pending
O10365,C0837,P00832,2024-11-25,10,Cancelled
O10366,C3871,P01741,2024-05-15,2,Cancelled
O10367,C3807,P00955,2024-02-15,1,Pending
O10368,C3842,P01446,2024-06-23,5,Shipped
O10369,C3635,P01031,2025-06-14,7,Cancelled
O10370,C0065,P01194,2023-11-04,8,Delivered
O10371,C1665,P01171,2024-08-20,3,Pending
O10372,C1048,P01463,2025-02-03,10,Cancelled
O10373,C2658,P01003,2024-03-22,3,Shipped
O10374,C3678,P01840,2024-08-18,9,Delivered
O10375,C2213,P00361,2024-09-15,2,Delivered
O10376,C0286,P01627,2024-05-30,9,Cancelled
O10377,C0021,P00302,2024-10-10,2,Delivered
O10378,C2087,P00319,2024-08-16,7,Pending
O10379,C0999,P00718,2024-02-23,6,Pending
O10380,C2572,P01081,2024-04-16,3,Shipped
O10381,C3333,P00632,2024-10-07,1,Delivered
O10382,C0093,P00480,2024-01-22,3,Shipped
O10383,C3170,P01997,2025-02-24,9,Pending
O10384,C2981,P00780,2024-04-26,1,Cancelled
O10385,C2257,P01916,2024-01-14,9,Cancelled
O10386,C2047,P01321,2024-09-19,1,Delivered
O10387,C0036,P01751,2025-04-14,6,Delivered
O10388,C0052,P00322,2023-10-21,10,Shipped
O10389,C2567,P01639,2024-07-25,7,Cancelled
O10390,C0349,P00294,2023-09-03,4,Shipped
O10391,C0265,P01539,2024-03-04,3,Cancelled
O10392,C3634,P00525,2024-07-08,8,Pending
O10393,C2180,P01862,2024-01-12,8,Shipped
O10394,C3582,P00913,2025-04-12,4,Delivered
O10395,C3851,P00132,2024-05-22,10,Shipped
O10396,C1743,P01665,2025-02-06,5,Shipped
O10397,C0567,P00931,2025-04-21,1,Shipped
O10398,C1740,P00478,2023-12-23,8,Delivered
O10399,C3782,P00899,2025-05-05,1,Pending
O10400,C0839,P00139,2024-04-03,10,Pending
O10401,C0646,P00720,2024-06-28,5,Shipped
O10402,C0115,P01157,2025-01-24,8,Cancelled
O10403,C0529,P00194,2024-10-17,1,Shipped
O10404,C3579,P00582,2024-11-02,9,Shipped
O10405,C3296,P00725,2025-01-11,6,Cancelled
O10406,C0822,P01676,2025-05-18,6,Pending
O10407,C3008,P01020,2025-01-04,9,Delivered
O10408,C1978,P01333,2024-04-03,8,Shipped
O10409,C3777,P00159,2025-03-24,7,Cancelled
O10410,C3097,P00339,2024-09-09,6,Shipped
O10411,C1343,P01500,2025-06-10,10,Cancelled
O10412,C2062,P01527,2024-05-25,2,Shipped
O10413,C3373,P00905,2025-04-16,3,Shipped
O10414,C3542,P00384,2024-05-26,10,Pending
O10415,C3933,P00454,2024-06-06,10,Cancelled
O10416,C1436,P01496,2023-12-25,6,Delivered
O10417,C0276,P00810,2023-11-06,2,Cancelled
O10418,C0639,P00557,2025-01-30,3,Cancelled
O10419,C1783,P01199,2023-06-21,8,Shipped
O10420,C0913,P01876,2024-04-19,10,Pending
O10421,C3889,P00438,2024-06-05,8,Shipped
O10422,C2496,P01411,2025-02-14,3,Shipped
O10423,C0353,P00374,2023-08-02,2,Delivered
O10424,C3242,P01127,2023-07-28,1,Shipped
O10425,C1920,P00410,2024-04-08,8,Pending
O10426,C1509,P00662,2023-09-30,5,Shipped
O10427,C2062,P01726,2023-11-22,2,Cancelled
O10428,C1249,P01120,2024-09-07,3,Delivered
O10429,C1763,P00315,2025-04-23,3,Delivered
O10430,C0758,P01101,2025-05-10,7,Pending
O10431,C3563,P00425,2024-11-27,1,Cancelled
O10432,C0022,P00321,2025-04-25,9,Shipped
O10433,C3923,P01405,2024-02-23,10,Delivered
O10434,C1231,P00303,2023-12-07,9,Shipped
O10435,C0115,P00483,2024-06-01,10,Cancelled
O10436,C0651,P00809,2025-01-12,4,Pending
O10437,C3725,P01288,2025-01-13,6,Pending
O10438,C1736,P01159,2024-08-27,3,Cancelled
O10439,C0361,P00684,2024-10-03,2,Delivered
O10440,C1653,P00563,2024-12-09,9,Delivered
O10441,C0065,P00503,2024-11-25,2,Delivered
O10442,C0026,P00119,2025-02-28,3,Pending
O10443,C0697,P01599,2025-05-25,4,Cancelled
O10444,C2487,P01778,2025-01-02,4,Shipped
O10445,C1720,P01535,2024-09-05,2,Delivered
O10446,C3025,P00365,2024-02-27,10,Pending
O10447,C0095,P01841,2024-03-13,5,Cancelled
O10448,C0064,P01995,2024-12-05,6,Pending
O10449,C3794,P01007,2024-04-30,1,Delivered
O10450,C1423,P00102,2024-12-03,6,Delivered
O10451,C3651,P01300,2025-02-24,4,Delivered
O10452,C0910,P01747,2025-04-23,6,Pending
O10453,C1357,P00886,2025-02-13,8,Delivered
O10454,C3727,P01218,2025-05-23,5,Delivered
O10455,C0079,P01853,2023-11-22,3,Delivered
O10456,C3297,P00800,2024-08-21,2,Shipped
O10457,C1199,P01868,2025-05-07,5,Pending
O10458,C2790,P01741,2025-04-29,5,Cancelled
O10459,C2587,P01757,2023-12-05,1,Shipped
O10460,C1903,P01376,2025-01-25,7,Pending
O10461,C0666,P01453,2023-07-02,5,Pending
O10462,C1016,P00980,2024-08-08,5,Pending
O10463,C1421,P01067,2024-10-14,4,Delivered
O10464,C1036,P01580,2024-05-31,3,Cancelled
O10465,C2134,P01992,2024-04-22,3,Shipped
O10466,C1736,P01981,2024-04-03,1,Pending
O10467,C3710,P00731,2024-04-11,4,Pending
O10468,C0017,P01061,2024-12-14,2,Shipped
O10469,C0748,P01707,2023-12-11,7,Shipped
O10470,C3647,P00224,2023-08-13,1,Pending
O10471,C0723,P00354,2024-04-19,9,Delivered
O10472,C3780,P00638,2024-08-19,2,Delivered
O10473,C3733,P00801,2024-03-13,5,Pending
O10474,C3965,P01448,2023-12-15,10,Shipped
O10475,C2183,P01368,2025-02-05,4,Delivered
O10476,C3448,P01489,2024-10-14,3,Pending
O10477,C3312,P01888,2023-08-23,6,Delivered
O10478,C0235,P00846,2024-02-25,8,Pending
O10479,C3201,P00583,2025-03-28,2,Shipped
O10480,C0972,P01675,2023-09-01,9,Pending
O10481,C3518,P00431,2025-06-17,4,Shipped
O10482,C0756,P00811,2023-10-04,6,Pending
O10483,C3658,P01974,2023-09-11,4,Shipped
O10484,C2518,P01056,2024-03-14,1,Cancelled
O10485,C1488,P01423,2024-06-27,10,Delivered
O10486,C0589,P00541,2025-03-11,1,Cancelled
O10487,C1289,P01611,2024-12-25,7,Pending
O10488,C0885,P00026,2023-11-07,1,Shipped
O10489,C3506,P01902,2025-05-08,9,Cancelled
O10490,C2586,P00375,2024-05-11,10,Pending
O10491,C0576,P00046,2024-05-28,5,Pending
O10492,C0181,P00996,2025-02-17,2,Cancelled
O10493,C2787,P01752,2024-04-29,1,Delivered
O10494,C3877,P01333,2023-11-05,4,Pending
O10495,C0967,P00394,2025-06-17,6,Pending
O10496,C3528,P01609,2024-02-11,10,Delivered
O10497,C1336,P01492,2023-10-16,4,Pending
O10498,C1165,P00807,2024-07-21,10,Cancelled
O10499,C0347,P01447,2024-07-10,5,Cancelled
O10500,C2437,P00367,2023-08-15,10,Shipped
O10501,C1352,P01245,2024-08-11,9,Delivered
O10502,C2065,P00769,2023-10-28,6,Delivered
O10503,C2778,P01672,2024-01-13,1,Shipped
O10504,C3707,P00172,2023-12-08,3,Delivered
O10505,C1517,P01656,2024-08-02,1,Shipped
O10506,C1436,P01900,2025-04-01,9,Pending
O10507,C3428,P00116,2023-12-20,10,Cancelled
O10508,C0154,P00037,2023-10-25,1,Cancelled
O10509,C1070,P00375,2024-06-06,2,Shipped
O10510,C3915,P00631,2023-10-13,1,Shipped
O10511,C3846,P00983,2023-09-07,6,Cancelled
O10512,C0872,P00312,2024-04-21,4,Delivered
O10513,C2751,P00573,2025-05-30,7,Cancelled
O10514,C3577,P00732,2023-07-18,3,Pending
O10515,C1795,P01350,2025-05-28,10,Shipped
O10516,C0513,P01249,2025-02-05,1,Pending
O10517,C3823,P01056,2025-02-28,6,Cancelled
O10518,C2617,P00504,2024-07-06,2,Delivered
O10519,C1651,P00181,2024-11-18,4,Delivered
O10520,C1909,P00140,2024-08-15,6,Cancelled
O10521,C3253,P00831,2024-02-28,5,Shipped
O10522,C1741,P01325,2023-12-25,6,Cancelled
O10523,C0436,P01092,2023-07-02,1,Delivered
O10524,C1469,P00434,2024-11-28,5,Pending
O10525,C1285,P01472,2024-06-10,10,Shipped
O10526,C2646,P01494,2023-07-13,8,Delivered
O10527,C1837,P00160,2023-12-17,1,Pending
O10528,C0286,P00309,2025-04-12,3,Pending
O10529,C3535,P00798,2023-11-24,4,Pending
O10530,C1261,P00521,2024-11-16,6,Shipped
O10531,C1492,P00282,2024-07-22,2,Delivered
O10532,C3451,P01562,2025-03-23,6,Pending
O10533,C2273,P00560,2024-07-24,5,Pending
O10534,C0869,P00421,2024-06-27,3,Delivered
O10535,C3624,P01632,2024-09-13,2,Shipped
O10536,C2462,P00655,2024-03-08,4,Pending
