accountID,customerID,branchID,accountType,balance,openDate,status
A10388,C1437,B136,Loan,99853.26,2021-09-28,Active
A10389,C3876,B034,Checking,44829.03,2019-11-09,Dormant
A10390,C1836,B038,Savings,11156.24,2016-09-03,Dormant
A10391,C4940,B027,Loan,31776.02,2021-12-22,Active
A10392,C3810,B006,Checking,82829.22,2024-08-30,Active
A10393,C2306,B137,Savings,61324.12,2023-08-10,Active
A10394,C1752,B157,Credit,63389.64,2023-06-24,Dormant
A10395,C0776,B173,Credit,57656.24,2021-04-26,Closed
A10396,C4977,B039,Checking,39613.23,2020-09-02,Dormant
A10397,C1791,B192,Credit,36507.63,2023-02-14,Closed
A10398,C3970,B009,Savings,99690.69,2017-03-11,Dormant
A10399,C2033,B180,Credit,9149.6,2017-10-11,Closed
A10400,C4300,B144,Savings,88026.59,2020-06-18,Active
A10401,C3636,B093,Savings,62555.74,2023-04-10,Active
A10402,C1131,B063,Checking,28174.51,2019-07-19,Active
A10403,C1942,B104,Savings,50583.36,2018-10-26,Dormant
A10404,C1317,B071,Credit,34238.51,2020-08-21,Closed
A10405,C0038,B059,Savings,51691.38,2017-12-16,Closed
A10406,C1758,B058,Savings,63537.27,2022-05-16,Closed
A10407,C2235,B146,Credit,93901.89,2020-05-24,Active
A10408,C0017,B011,Savings,43867.74,2019-08-04,Closed
A10409,C1443,B118,Loan,945.09,2018-05-30,Dormant
A10410,C0720,B095,Checking,12973.53,2022-12-21,Closed
A10411,C1179,B162,Checking,28523.51,2019-06-01,Dormant
A10412,C2155,B120,Loan,99880.47,2018-04-26,Closed
A10413,C2479,B093,Loan,17302.9,2020-04-09,Dormant
A10414,C2888,B021,Loan,37347.18,2019-12-16,Dormant
A10415,C0507,B032,Checking,53799.4,2022-02-19,Dormant
A10416,C2810,B076,Checking,40366.13,2016-05-13,Dormant
A10417,C3043,B114,Checking,12141.72,2023-09-29,Dormant
A10418,C3681,B167,Loan,39755.76,2018-04-18,Dormant
A10419,C2717,B003,Savings,88183.64,2024-09-05,Dormant
A10420,C0168,B011,Checking,60741.63,2022-05-31,Closed
A10421,C1992,B192,Savings,57073.52,2017-03-25,Active
A10422,C1034,B058,Credit,59383.04,2019-09-21,Active
A10423,C4144,B159,Loan,69462.26,2018-12-23,Active
A10424,C0013,B044,Credit,29755.61,2020-12-07,Dormant
A10425,C1209,B135,Checking,48630.31,2023-11-06,Dormant
A10426,C0584,B126,Loan,17523.32,2016-09-06,Active
A10427,C1192,B063,Checking,90676.98,2019-04-16,Active
A10428,C3583,B138,Savings,47753.16,2016-09-10,Dormant
A10429,C0461,B043,Credit,28334.73,2023-02-14,Closed
A10430,C1174,B179,Loan,48525.99,2016-08-24,Active
A10431,C2277,B138,Loan,88943.29,2018-05-23,Active
A10432,C2340,B110,Loan,37758.81,2021-03-16,Closed
A10433,C4112,B195,Loan,28053.68,2018-03-10,Closed
A10434,C0414,B026,Savings,48709.04,2024-06-13,Active
A10435,C3461,B136,Savings,15317.97,2023-02-10,Closed
A10436,C3350,B175,Savings,53685.36,2018-02-10,Active
A10437,C3217,B063,Credit,93969.42,2025-04-23,Active
A10438,C3472,B199,Credit,97149.37,2019-10-17,Closed
A10439,C4831,B071,Loan,6236.92,2024-04-04,Closed
A10440,C4078,B033,Loan,44832.35,2024-07-06,Dormant
A10441,C3147,B140,Checking,39932.8,2016-12-21,Active
A10442,C2601,B103,Savings,6988.04,2019-02-07,Closed
A10443,C4539,B024,Loan,62199.15,2022-01-01,Active
A10444,C2569,B016,Checking,62821.9,2015-08-03,Active
A10445,C2335,B200,Savings,71068.06,2016-03-10,Closed
A10446,C1182,B124,Loan,59628.38,2017-08-29,Closed
A10447,C3234,B102,Credit,10818.47,2022-05-08,Active
A10448,C1036,B194,Savings,11831.99,2017-05-16,Dormant
A10449,C3200,B111,Checking,843.2,2016-07-29,Closed
A10450,C1528,B042,Credit,29744.55,2024-08-27,Active
