orderID,customerID,productID,orderDate,quantity,orderStatus
O10188,C1221,PR02091,2023-07-20,35,Cancelled
O10189,C0544,PR02476,2023-07-22,31,Pending
O10190,C0111,PR00082,2024-01-11,2,Delivered
O10191,C0326,PR01053,2022-12-16,44,Pending
O10192,C1565,PR00700,2023-08-21,76,Delivered
O10193,C1795,PR00273,2023-07-23,13,Pending
O10194,C0727,PR02995,2025-04-12,96,Delivered
O10195,C0307,PR00685,2022-11-25,17,Delivered
O10196,C0750,PR02945,2024-04-27,97,Cancelled
O10197,C1430,PR01996,2024-01-31,43,Cancelled
O10198,C1062,PR01789,2022-12-05,25,Delivered
O10199,C1501,PR00681,2022-08-27,63,Pending
O10200,C1350,PR00752,2024-04-10,56,Pending
O10201,C0140,PR00348,2025-01-29,1,Cancelled
O10202,C0148,PR02896,2022-07-18,10,Cancelled
O10203,C0867,PR00670,2025-02-26,61,Pending
O10204,C1903,PR00964,2022-11-30,24,Cancelled
O10205,C0378,PR02809,2023-07-22,2,Shipped
O10206,C1580,PR02956,2023-02-08,93,Shipped
O10207,C1896,PR00139,2025-01-03,58,Delivered
O10208,C1667,PR02091,2022-08-20,29,Pending
O10209,C0886,PR02847,2023-06-10,6,Cancelled
O10210,C0494,PR00425,2023-05-04,65,Cancelled
O10211,C1831,PR01014,2024-05-24,96,Cancelled
O10212,C1691,PR02149,2025-04-19,99,Pending
O10213,C1972,PR00521,2023-05-22,14,Shipped
O10214,C1612,PR00957,2025-03-15,88,Cancelled
O10215,C1464,PR02879,2023-05-08,15,Shipped
O10216,C0237,PR00595,2022-10-04,17,Pending
O10217,C0363,PR02349,2023-02-26,84,Delivered
O10218,C0529,PR02946,2024-09-02,78,Pending
O10219,C1068,PR00990,2023-02-22,45,Delivered
O10220,C0880,PR01804,2024-08-12,94,Delivered
O10221,C1693,PR02790,2022-07-19,71,Shipped
O10222,C0940,PR02189,2024-08-25,27,Pending
O10223,C1257,PR00670,2024-10-04,54,Delivered
O10224,C1243,PR00406,2025-03-30,58,Shipped
O10225,C1359,PR02851,2025-06-17,57,Shipped
O10226,C1608,PR01589,2022-10-10,28,Cancelled
O10227,C1718,PR00931,2023-05-09,36,Cancelled
O10228,C1132,PR01876,2023-08-06,12,Delivered
O10229,C1639,PR00008,2023-12-13,43,Delivered
O10230,C0178,PR00646,2024-09-06,28,Cancelled
O10231,C0148,PR01061,2024-07-27,39,Delivered
O10232,C0414,PR01103,2023-09-15,85,Cancelled
O10233,C0944,PR01377,2024-08-02,78,Cancelled
O10234,C1262,PR02529,2023-06-18,69,Delivered
O10235,C1555,PR01899,2022-08-15,54,Pending
O10236,C1278,PR00953,2022-06-23,5,Delivered
O10237,C0801,PR01096,2022-09-05,4,Delivered
O10238,C1091,PR02875,2023-11-01,67,Cancelled
O10239,C0943,PR01795,2023-11-20,6,Delivered
O10240,C1429,PR00726,2023-02-01,53,Pending
O10241,C1251,PR02880,2022-08-17,50,Pending
O10242,C1772,PR00242,2023-05-27,67,Pending
O10243,C1385,PR01702,2023-06-27,2,Pending
O10244,C1597,PR01827,2024-02-10,94,Delivered
O10245,C0744,PR00055,2023-10-12,52,Delivered
O10246,C1435,PR02994,2022-07-07,8,Delivered
O10247,C0773,PR02067,2024-02-08,10,Delivered
O10248,C1317,PR01836,2024-10-10,40,Shipped
O10249,C0028,PR02924,2024-12-27,89,Delivered
O10250,C1374,PR02981,2022-12-13,44,Cancelled
O10251,C0570,PR01401,2025-04-19,39,Pending
O10252,C1959,PR00541,2024-05-26,41,Pending
O10253,C0906,PR02734,2023-09-16,40,Shipped
O10254,C1411,PR02119,2024-12-14,95,Cancelled
O10255,C1228,PR02376,2023-02-18,85,Pending
O10256,C0612,PR01979,2023-12-31,77,Cancelled
O10257,C1281,PR02739,2024-03-11,68,Delivered
O10258,C0726,PR00278,2024-12-26,2,Delivered
O10259,C0564,PR00491,2022-11-10,55,Cancelled
O10260,C1353,PR02395,2024-05-13,23,Cancelled
O10261,C1670,PR00038,2023-07-19,68,Delivered
O10262,C0678,PR01164,2023-03-05,52,Pending
O10263,C0051,PR00210,2024-11-19,15,Shipped
O10264,C0497,PR00836,2023-10-30,65,Cancelled
O10265,C0246,PR02689,2025-06-10,94,Delivered
O10266,C1818,PR00502,2024-09-29,59,Cancelled
O10267,C0395,PR01682,2025-04-25,77,Pending
O10268,C0636,PR02783,2023-08-26,47,Cancelled
O10269,C0307,PR02881,2025-01-23,77,Delivered
O10270,C1368,PR00323,2024-10-23,13,Shipped
O10271,C0594,PR01968,2023-04-09,72,Shipped
O10272,C0846,PR02487,2024-11-01,6,Pending
O10273,C0590,PR02718,2024-01-31,77,Delivered
O10274,C0497,PR01683,2023-11-28,30,Delivered
O10275,C1559,PR01697,2025-02-01,80,Pending
O10276,C0966,PR02726,2022-08-04,81,Delivered
O10277,C1500,PR02719,2024-03-08,46,Pending
O10278,C1122,PR02416,2023-03-23,68,Shipped
O10279,C0769,PR00024,2023-07-08,80,Pending
O10280,C1985,PR02510,2022-10-13,85,Delivered
O10281,C0645,PR01166,2022-09-10,97,Pending
O10282,C0040,PR02649,2022-11-01,86,Delivered
O10283,C0282,PR01813,2024-10-02,12,Pending
O10284,C0812,PR00572,2024-01-05,66,Delivered
O10285,C1304,PR00737,2025-04-14,32,Delivered
O10286,C0415,PR02059,2024-10-31,54,Cancelled
O10287,C1043,PR01623,2023-11-16,37,Pending
O10288,C0728,PR00816,2023-02-19,32,Cancelled
O10289,C0927,PR00944,2022-09-11,62,Shipped
O10290,C0333,PR02074,2023-02-20,66,Shipped
O10291,C1866,PR01596,2023-11-17,63,Delivered
O10292,C1148,PR02811,2024-07-14,46,Cancelled
O10293,C0523,PR02636,2025-04-19,59,Cancelled
O10294,C1202,PR01572,2023-12-31,46,Shipped
O10295,C0321,PR02699,2025-01-26,72,Pending
O10296,C1360,PR02655,2022-11-06,13,Delivered
O10297,C1027,PR01273,2024-09-26,6,Delivered
O10298,C1239,PR00783,2023-12-15,64,Pending
O10299,C0462,PR00876,2022-12-16,96,Shipped
O10300,C1134,PR00368,2023-12-03,37,Shipped
O10301,C0492,PR01301,2024-02-23,5,Shipped
O10302,C1528,PR02895,2023-04-23,56,Shipped
O10303,C1466,PR01251,2024-05-30,100,Delivered
O10304,C0859,PR01487,2024-09-01,33,Pending
O10305,C1263,PR01595,2024-01-02,38,Cancelled
O10306,C1454,PR00258,2022-11-22,65,Shipped
O10307,C1325,PR02171,2023-07-14,58,Shipped
O10308,C0879,PR00939,2025-06-18,66,Cancelled
O10309,C0978,PR00834,2023-10-12,59,Pending
O10310,C1959,PR02230,2022-11-03,38,Cancelled
O10311,C1566,PR02686,2024-01-28,95,Pending
O10312,C0868,PR01802,2023-10-08,30,Pending
O10313,C1300,PR00082,2022-09-30,49,Shipped
O10314,C0484,PR02208,2024-12-23,71,Cancelled
O10315,C0533,PR00072,2023-04-18,27,Shipped
O10316,C1909,PR00968,2022-08-25,44,Pending
O10317,C0985,PR02168,2025-03-30,89,Delivered
O10318,C1432,PR02210,2023-09-10,29,Delivered
O10319,C0353,PR00772,2024-01-17,7,Delivered
O10320,C0639,PR02163,2023-02-09,33,Delivered
O10321,C1812,PR01199,2025-05-04,7,Cancelled
O10322,C0362,PR01596,2025-03-09,80,Shipped
O10323,C1239,PR00308,2025-01-12,93,Delivered
O10324,C0571,PR02928,2023-04-21,49,Pending
O10325,C1105,PR01360,2025-06-18,32,Pending
O10326,C1185,PR00026,2023-07-03,80,Cancelled
O10327,C0227,PR00877,2025-04-10,74,Cancelled
O10328,C0867,PR00773,2024-09-13,34,Shipped
O10329,C1784,PR01355,2022-10-07,8,Shipped
O10330,C1719,PR01238,2023-02-25,55,Pending
O10331,C0119,PR00867,2022-10-06,70,Cancelled
O10332,C0931,PR02641,2022-09-18,94,Cancelled
O10333,C0230,PR01588,2025-01-30,59,Cancelled
O10334,C1638,PR02623,2023-10-02,73,Pending
O10335,C1044,PR02155,2024-09-11,67,Delivered
O10336,C1192,PR02300,2023-02-08,9,Pending
O10337,C0295,PR01728,2022-09-26,24,Shipped
O10338,C1637,PR00841,2024-06-27,84,Cancelled
O10339,C0437,PR02271,2022-09-13,100,Shipped
O10340,C1125,PR00677,2024-02-01,36,Cancelled
O10341,C1814,PR00314,2022-10-19,55,Cancelled
O10342,C0148,PR01447,2023-04-25,27,Cancelled
O10343,C0971,PR02612,2024-04-12,42,Cancelled
O10344,C1835,PR01267,2024-05-19,62,Cancelled
O10345,C0497,PR02942,2023-07-04,41,Shipped
O10346,C1266,PR01771,2024-02-14,64,Cancelled
O10347,C0581,PR00706,2024-08-17,9,Shipped
O10348,C0889,PR02414,2024-05-05,28,Delivered
O10349,C1507,PR01077,2022-07-18,68,Delivered
O10350,C1693,PR01474,2023-07-25,89,Delivered
O10351,C1035,PR02666,2024-05-02,36,Delivered
O10352,C0262,PR00532,2024-08-18,50,Shipped
O10353,C0123,PR00421,2024-09-22,22,Delivered
O10354,C0053,PR02592,2022-11-28,21,Pending
O10355,C1704,PR00620,2024-11-10,26,Pending
O10356,C0013,PR01635,2022-10-30,66,Pending
O10357,C1536,PR02922,2023-01-12,77,Delivered
O10358,C0849,PR01958,2025-01-03,53,Pending
O10359,C0969,PR01997,2022-11-21,39,Shipped
O10360,C0250,PR01517,2024-05-23,48,Shipped
O10361,C1777,PR02119,2024-12-17,91,Delivered
O10362,C1664,PR01958,2022-08-31,37,Cancelled
O10363,C0600,PR02945,2024-01-29,69,Delivered
O10364,C1895,PR01664,2022-10-24,6,Delivered
O10365,C0314,PR01844,2023-11-09,42,Shipped
O10366,C0398,PR01073,2024-07-23,80,Cancelled
O10367,C1225,PR01538,2024-12-06,60,Shipped
O10368,C0830,PR01643,2023-06-09,77,Delivered
O10369,C0993,PR02776,2022-08-06,91,Delivered
O10370,C1000,PR01320,2024-11-24,58,Cancelled
O10371,C0488,PR01170,2023-09-27,45,Shipped
O10372,C0069,PR02884,2024-08-22,62,Delivered
O10373,C0256,PR01760,2023-02-24,72,Shipped
O10374,C0092,PR01111,2022-12-19,67,Cancelled
O10375,C0613,PR02076,2024-01-31,88,Shipped
O10376,C1931,PR00644,2023-11-17,38,Delivered
O10377,C0659,PR02216,2025-04-25,49,Shipped
O10378,C1999,PR01814,2022-07-21,35,Shipped
O10379,C0630,PR02166,2025-05-25,56,Delivered
O10380,C1631,PR00394,2023-01-24,58,Pending
O10381,C1216,PR01365,2023-12-22,57,Shipped
O10382,C0561,PR01810,2022-09-29,34,Shipped
O10383,C1494,PR02509,2022-10-10,92,Pending
O10384,C1749,PR01776,2024-10-26,21,Delivered
O10385,C1375,PR01085,2024-04-30,21,Shipped
O10386,C1435,PR02260,2023-09-29,40,Delivered
O10387,C1238,PR00297,2023-04-13,29,Pending
O10388,C1506,PR02248,2023-05-02,60,Cancelled
O10389,C1028,PR00857,2023-12-30,27,Shipped
O10390,C1517,PR02742,2024-02-09,58,Cancelled
O10391,C1860,PR02375,2024-11-05,77,Shipped
O10392,C1290,PR00568,2025-05-26,55,Shipped
O10393,C1892,PR00421,2023-11-22,94,Delivered
O10394,C0846,PR02376,2025-05-12,18,Cancelled
O10395,C1970,PR00694,2025-03-18,26,Delivered
O10396,C1558,PR02426,2024-05-31,25,Cancelled
O10397,C0082,PR00589,2024-02-03,46,Pending
O10398,C1206,PR00023,2025-01-13,2,Delivered
O10399,C0624,PR00937,2025-02-01,97,Cancelled
O10400,C0013,PR00130,2024-09-04,99,Delivered
O10401,C0141,PR00290,2024-01-23,63,Shipped
O10402,C0530,PR01759,2022-10-30,5,Shipped
O10403,C1771,PR01504,2023-02-09,99,Shipped
O10404,C0889,PR01435,2024-01-29,23,Cancelled
O10405,C1923,PR00687,2024-09-11,66,Shipped
O10406,C1134,PR00669,2023-02-07,15,Delivered
O10407,C1370,PR00069,2024-09-13,44,Cancelled
O10408,C1677,PR02750,2023-11-17,90,Shipped
O10409,C0677,PR02589,2022-09-29,36,Delivered
O10410,C0130,PR00394,2023-03-27,39,Cancelled
O10411,C0497,PR01554,2024-04-02,27,Cancelled
O10412,C1959,PR03000,2022-07-08,47,Shipped
O10413,C1026,PR00976,2022-06-22,43,Pending
O10414,C1941,PR01262,2024-09-11,94,Cancelled
O10415,C1614,PR02852,2023-07-17,64,Cancelled
O10416,C1741,PR01188,2025-04-23,4,Delivered
O10417,C0517,PR01978,2022-07-06,81,Shipped
O10418,C0282,PR02012,2024-10-29,18,Delivered
O10419,C1929,PR00186,2022-07-21,31,Delivered
O10420,C0698,PR01170,2024-08-20,97,Pending
O10421,C1819,PR01399,2023-02-20,17,Delivered
O10422,C0850,PR02058,2022-07-18,92,Cancelled
O10423,C1224,PR01117,2024-11-07,90,Delivered
O10424,C0613,PR01529,2024-12-03,3,Pending
O10425,C0968,PR00501,2023-05-08,4,Pending
O10426,C1772,PR01060,2025-01-06,86,Pending
O10427,C0564,PR00634,2022-06-30,82,Delivered
O10428,C1018,PR02682,2022-06-28,82,Pending
O10429,C1378,PR02764,2024-10-14,83,Pending
O10430,C0130,PR01861,2022-07-31,79,Delivered
O10431,C1438,PR01929,2024-10-13,9,Pending
O10432,C1190,PR02417,2023-12-15,63,Delivered
O10433,C1699,PR00063,2024-01-02,95,Delivered
O10434,C0576,PR00838,2022-06-21,70,Shipped
O10435,C0550,PR00124,2024-12-23,8,Cancelled
O10436,C1285,PR02423,2025-06-03,20,Pending
O10437,C0429,PR01707,2022-12-21,40,Pending
O10438,C1686,PR00883,2024-06-19,30,Pending
O10439,C1797,PR02975,2024-04-30,4,Shipped
O10440,C1310,PR02446,2024-06-05,5,Pending
O10441,C1015,PR00748,2024-01-31,83,Cancelled
O10442,C0030,PR02898,2023-06-20,11,Shipped
O10443,C1696,PR02331,2024-02-13,34,Delivered
O10444,C0680,PR00565,2025-04-24,53,Delivered
O10445,C1624,PR00010,2024-08-16,99,Shipped
O10446,C0321,PR01327,2024-08-19,58,Cancelled
O10447,C0042,PR00899,2025-04-10,67,Delivered
O10448,C0362,PR02989,2022-08-29,33,Pending
O10449,C0150,PR02755,2024-12-13,13,Cancelled
O10450,C1364,PR02113,2023-10-30,61,Delivered
O10451,C0488,PR00390,2022-08-25,29,Delivered
O10452,C0689,PR02350,2022-08-25,22,Delivered
O10453,C0037,PR01022,2024-06-23,30,Pending
O10454,C1410,PR02662,2023-06-09,67,Cancelled
O10455,C1233,PR02282,2025-06-13,20,Delivered
O10456,C0801,PR01158,2023-09-28,95,Shipped
O10457,C0924,PR02086,2023-10-25,85,Cancelled
O10458,C1070,PR01691,2025-01-14,27,Cancelled
O10459,C1546,PR02205,2023-11-06,45,Pending
O10460,C1663,PR00239,2022-09-06,73,Pending
O10461,C1193,PR00619,2023-10-21,55,Delivered
O10462,C1038,PR00796,2023-05-19,43,Pending
O10463,C0928,PR01034,2024-07-14,76,Delivered
O10464,C0195,PR01262,2023-03-01,25,Cancelled
O10465,C1643,PR02363,2023-01-25,2,Cancelled
O10466,C0937,PR01834,2022-07-20,27,Shipped
O10467,C0300,PR02114,2022-07-14,50,Pending
O10468,C1171,PR01342,2025-02-08,75,Shipped
O10469,C0328,PR02561,2024-05-13,23,Cancelled
O10470,C1508,PR01323,2025-04-27,81,Pending
O10471,C1362,PR00433,2023-03-31,55,Shipped
O10472,C0042,PR02011,2023-07-14,74,Shipped
O10473,C0370,PR00933,2023-10-28,41,Cancelled
O10474,C1266,PR01793,2023-06-28,6,Pending
O10475,C1263,PR01412,2022-06-25,22,Pending
O10476,C0852,PR01445,2025-06-15,97,Pending
O10477,C1961,PR00805,2022-07-18,16,Shipped
O10478,C0049,PR00429,2022-06-19,80,Delivered
O10479,C0440,PR00270,2025-05-30,90,Shipped
O10480,C0750,PR00279,2022-12-10,13,Pending
O10481,C1419,PR01392,2022-12-11,75,Shipped
O10482,C0854,PR02851,2025-04-27,76,Shipped
O10483,C0675,PR00322,2022-10-03,40,Shipped
O10484,C1787,PR00660,2024-07-18,86,Cancelled
O10485,C1709,PR02317,2023-07-09,85,Shipped
O10486,C1953,PR02809,2024-04-23,30,Pending
O10487,C0062,PR00350,2023-05-17,24,Delivered
O10488,C0948,PR01181,2023-02-09,100,Cancelled
O10489,C0788,PR00332,2022-06-30,3,Shipped
O10490,C1026,PR02888,2025-02-13,50,Shipped
O10491,C0091,PR02484,2025-02-03,75,Delivered
O10492,C0831,PR02837,2022-11-23,81,Shipped
O10493,C0030,PR02733,2024-02-02,68,Cancelled
O10494,C1405,PR02921,2022-06-25,18,Shipped
O10495,C1225,PR02789,2024-12-01,88,Delivered
O10496,C1371,PR00319,2023-07-29,52,Delivered
O10497,C0814,PR00343,2025-05-18,28,Shipped
O10498,C1067,PR01976,2024-04-18,30,Shipped
O10499,C1946,PR01542,2023-07-01,9,Delivered
O10500,C0644,PR00719,2023-02-26,65,Cancelled
O10501,C0162,PR02904,2023-04-05,22,Delivered
O10502,C1056,PR02278,2023-03-03,89,Delivered
O10503,C0868,PR01918,2024-10-01,36,Cancelled
O10504,C0226,PR02901,2023-10-31,79,Delivered
O10505,C1590,PR01944,2024-11-12,40,Shipped
O10506,C0289,PR01057,2023-07-13,29,Delivered
O10507,C1378,PR00786,2025-03-20,4,Pending
O10508,C1277,PR00363,2024-09-08,94,Shipped
O10509,C0428,PR02151,2024-12-14,40,Delivered
O10510,C1381,PR02772,2024-05-01,24,Cancelled
O10511,C1913,PR01871,2023-07-06,14,Delivered
O10512,C0068,PR01296,2023-07-24,27,Cancelled
O10513,C0804,PR00938,2025-02-19,98,Pending
O10514,C0654,PR02287,2025-01-09,68,Cancelled
O10515,C0716,PR01149,2023-08-11,21,Delivered
O10516,C1918,PR00216,2023-12-25,54,Shipped
