policyID,customerID,policyType,premium,issueDate,status,coverageAmount,agentID
P10100,C4919,Travel,1391,2024-12-03,Active,217178,A441
P10101,C2358,Travel,1950,2021-08-18,Lapsed,78296,A201
P10102,C3292,Health,336,2021-03-19,Active,394150,A007
P10103,C2318,Auto,351,2023-07-06,Lapsed,428024,A064
P10104,C3736,Life,3274,2023-02-28,Expired,455616,A318
P10105,C4038,Travel,3457,2024-12-01,Lapsed,306420,A069
P10106,C3164,Life,2229,2024-10-09,Lapsed,173032,A073
P10107,C1467,Travel,1417,2021-10-15,Expired,14644,A393
P10108,C0007,Home,4512,2020-12-26,Lapsed,48793,A017
P10109,C0640,Home,3218,2020-12-04,Expired,313674,A248
P10110,C0347,Life,2027,2022-11-20,Expired,298766,A024
P10111,C0350,Travel,3165,2024-04-23,Expired,63909,A363
P10112,C0816,Travel,942,2020-10-03,Active,44569,A394
P10113,C4903,Travel,2713,2021-07-07,Expired,434329,A179
P10114,C0194,Auto,533,2025-02-25,Expired,438941,A369
P10115,C0797,Auto,4276,2022-11-02,Lapsed,331751,A477
P10116,C4019,Home,3932,2020-09-08,Lapsed,123420,A459
P10117,C4789,Life,3542,2020-08-31,Lapsed,50995,A399
P10118,C4799,Travel,4649,2024-04-25,Active,95717,A381
P10119,C0780,Life,2628,2022-08-02,Lapsed,343796,A442
P10120,C2766,Auto,1781,2025-05-26,Active,138731,A456
P10121,C2864,Life,1318,2024-10-27,Active,266833,A279
P10122,C3039,Life,2714,2020-07-20,Expired,433218,A335
P10123,C1064,Health,2119,2025-06-02,Active,368055,A149
P10124,C4697,Auto,4886,2020-09-21,Expired,174686,A245
P10125,C3525,Life,1844,2022-04-18,Expired,368093,A015
P10126,C3194,Home,3895,2021-02-17,Active,298438,A155
P10127,C2332,Life,4031,2022-09-27,Lapsed,69328,A411
P10128,C2599,Home,3976,2024-12-08,Active,85273,A015
P10129,C3150,Health,2424,2022-10-24,Active,228849,A305
P10130,C4195,Life,476,2020-06-27,Expired,426461,A127
P10131,C4137,Life,2465,2022-08-12,Active,429132,A266
P10132,C4484,Auto,3024,2021-12-16,Lapsed,269861,A199
P10133,C4513,Life,2983,2025-03-19,Lapsed,410894,A025
P10134,C0323,Home,4396,2022-07-26,Active,22579,A457
P10135,C3970,Life,1443,2022-06-24,Active,290787,A231
P10136,C4375,Auto,4870,2023-05-08,Expired,436513,A248
P10137,C0173,Auto,2039,2023-04-16,Lapsed,449934,A139
P10138,C1144,Life,4741,2024-11-24,Active,141105,A054
P10139,C0598,Home,1081,2020-09-04,Lapsed,489023,A089
P10140,C4770,Travel,610,2021-10-11,Expired,122607,A347
P10141,C1842,Life,2655,2024-03-27,Active,426671,A265
P10142,C2036,Auto,1078,2025-06-11,Expired,29664,A176
P10143,C1710,Home,1840,2024-08-18,Active,168160,A446
P10144,C4992,Auto,807,2021-07-29,Lapsed,467392,A090
P10145,C2196,Life,2226,2025-03-31,Lapsed,145500,A336
P10146,C0267,Life,4355,2022-02-22,Expired,280821,A020
P10147,C0074,Home,528,2025-01-09,Expired,175349,A249
P10148,C4348,Home,4664,2021-10-19,Active,448702,A415
P10149,C1075,Health,1503,2023-01-18,Lapsed,257501,A345
P10150,C2595,Travel,713,2021-03-19,Expired,290500,A047
P10151,C3178,Travel,733,2024-12-02,Expired,388531,A288
P10152,C2192,Health,2420,2023-04-08,Active,493999,A299
P10153,C3708,Life,1466,2025-02-19,Active,162834,A268
P10154,C0207,Life,2680,2023-11-15,Active,274580,A066
P10155,C1316,Auto,3601,2025-02-07,Active,332880,A363
P10156,C1649,Auto,4206,2024-04-12,Active,69849,A440
P10157,C1463,Life,2108,2025-03-06,Active,152112,A238
P10158,C0741,Home,1676,2024-12-13,Active,340382,A036
P10159,C4118,Auto,1907,2021-02-10,Lapsed,93553,A037
P10160,C1964,Home,2181,2025-01-15,Lapsed,359596,A076
P10161,C3211,Home,4658,2021-08-26,Active,154121,A088
P10162,C1928,Life,1939,2025-03-28,Lapsed,113967,A138
P10163,C3990,Auto,2665,2021-08-09,Expired,314627,A286
P10164,C2117,Health,2394,2024-06-25,Expired,455859,A295
P10165,C4158,Health,2087,2022-01-11,Active,243371,A252
P10166,C2742,Life,625,2024-01-05,Lapsed,350209,A236
P10167,C3223,Health,1481,2023-11-26,Expired,244420,A303
P10168,C0176,Life,1593,2020-09-10,Active,116532,A071
P10169,C2257,Home,2314,2023-01-07,Expired,258652,A473
P10170,C3144,Home,3868,2022-03-24,Active,469152,A153
P10171,C4750,Auto,2169,2022-05-03,Expired,440222,A403
P10172,C4736,Auto,567,2021-05-17,Expired,383874,A212
P10173,C2554,Home,4291,2021-01-14,Expired,229406,A374
P10174,C4693,Auto,1938,2020-12-20,Expired,362494,A400
P10175,C1981,Life,3401,2024-08-31,Lapsed,432000,A006
P10176,C3165,Life,3921,2021-11-29,Lapsed,480220,A242
P10177,C3569,Travel,3207,2023-01-24,Active,338984,A313
P10178,C3001,Auto,1745,2023-11-23,Lapsed,389356,A293
P10179,C4003,Life,2374,2025-06-04,Active,83547,A284
P10180,C2086,Auto,3871,2023-11-23,Active,482699,A408
P10181,C2474,Life,3642,2020-08-07,Active,52776,A243
P10182,C1452,Life,2745,2024-09-30,Active,40866,A245
P10183,C1537,Auto,353,2023-08-07,Expired,62926,A479
P10184,C0135,Travel,3905,2022-01-02,Expired,237923,A131
P10185,C1138,Auto,3882,2023-11-09,Expired,375434,A339
P10186,C0250,Life,1917,2022-04-04,Lapsed,162397,A149
P10187,C4143,Health,2649,2024-09-11,Expired,67464,A093
P10188,C0607,Auto,1293,2023-04-11,Active,315805,A485
P10189,C1373,Auto,3826,2023-08-23,Lapsed,416353,A200
P10190,C3592,Home,3696,2024-02-16,Expired,499012,A222
P10191,C0045,Life,4652,2020-12-06,Lapsed,417807,A254
P10192,C1718,Auto,3318,2023-03-12,Lapsed,388919,A044
P10193,C0717,Auto,327,2022-08-03,Expired,31379,A180
P10194,C0059,Life,3859,2020-08-03,Active,207536,A017
P10195,C0640,Health,2318,2021-03-24,Lapsed,204648,A353
P10196,C4187,Home,2955,2024-10-08,Expired,394379,A229
P10197,C4293,Travel,2295,2021-04-14,Expired,229718,A222
P10198,C4196,Health,1143,2020-06-18,Lapsed,453972,A260
P10199,C2481,Life,2433,2021-10-11,Lapsed,131213,A075
P10200,C3666,Travel,318,2021-11-03,Lapsed,405943,A422
P10201,C4892,Life,4206,2025-05-06,Lapsed,168959,A137
P10202,C4489,Home,4194,2021-11-29,Lapsed,98437,A257
P10203,C0868,Auto,1233,2025-04-26,Lapsed,444980,A025
P10204,C2855,Health,3300,2023-06-17,Lapsed,387276,A394
P10205,C4924,Health,4934,2024-10-19,Lapsed,70348,A237
P10206,C4012,Life,3803,2024-05-07,Lapsed,99586,A374
P10207,C2398,Auto,2898,2023-04-13,Lapsed,477093,A407
P10208,C4104,Auto,3196,2022-08-06,Lapsed,107215,A155
P10209,C3069,Health,4332,2024-12-21,Expired,243155,A024
P10210,C3203,Auto,2383,2022-10-21,Lapsed,351695,A075
P10211,C0134,Life,681,2024-10-22,Active,34068,A298
P10212,C4728,Health,1664,2024-04-27,Active,213820,A107
P10213,C0724,Life,358,2021-06-01,Active,173978,A332
P10214,C0178,Travel,472,2024-04-17,Active,61294,A354
P10215,C0689,Auto,4572,2021-05-23,Lapsed,437900,A222
P10216,C2811,Health,3914,2024-04-03,Expired,39384,A411
P10217,C3256,Auto,2041,2023-05-18,Lapsed,350241,A116
P10218,C4602,Home,1496,2023-05-08,Active,202732,A435
P10219,C3831,Home,592,2022-04-19,Expired,369921,A364
P10220,C2476,Life,428,2025-02-28,Lapsed,360040,A098
P10221,C2052,Health,1166,2024-04-03,Lapsed,104280,A360
P10222,C1640,Travel,1297,2024-09-17,Active,293695,A396
P10223,C0157,Home,1552,2023-10-21,Expired,229476,A097
P10224,C0870,Auto,352,2022-07-11,Lapsed,294374,A108
P10225,C2655,Auto,4322,2024-06-29,Lapsed,223474,A119
P10226,C2552,Life,1219,2022-11-10,Lapsed,178951,A497
P10227,C0936,Auto,4790,2021-08-28,Active,276032,A151
P10228,C0179,Auto,332,2022-12-27,Active,312685,A388
P10229,C4338,Life,4106,2021-06-12,Active,121136,A326
P10230,C0663,Home,1520,2023-07-05,Lapsed,71440,A113
P10231,C4700,Home,3654,2021-11-06,Active,13434,A145
P10232,C4384,Travel,4055,2022-07-04,Expired,457738,A118
P10233,C3624,Travel,1770,2023-05-17,Lapsed,42003,A365
P10234,C2128,Home,1649,2020-11-25,Expired,123446,A363
P10235,C3241,Auto,3210,2024-09-21,Lapsed,156078,A270
P10236,C0302,Life,4543,2021-06-30,Expired,290221,A227
P10237,C1281,Travel,1033,2022-08-16,Expired,265413,A070
P10238,C2990,Travel,335,2021-11-30,Lapsed,495358,A298
P10239,C3392,Health,4119,2025-05-04,Active,283603,A121
P10240,C3596,Life,3852,2025-01-06,Active,131786,A441
P10241,C3526,Home,4984,2024-07-14,Active,33027,A376
P10242,C3423,Home,3741,2022-08-10,Active,356137,A194
P10243,C4063,Travel,2355,2022-10-02,Lapsed,127664,A456
P10244,C4037,Home,2697,2021-09-18,Expired,209771,A205
P10245,C1210,Auto,1110,2023-03-07,Lapsed,416625,A306
P10246,C1078,Auto,4828,2022-03-25,Expired,59702,A279
P10247,C1944,Home,3582,2024-03-07,Expired,302033,A431
P10248,C3400,Travel,4070,2024-09-23,Expired,382310,A257
P10249,C1369,Home,2783,2024-05-27,Active,472686,A336
P10250,C3445,Home,1711,2022-07-08,Expired,192648,A083
P10251,C3832,Health,648,2023-12-30,Lapsed,163518,A157
P10252,C2728,Auto,3239,2023-03-05,Active,323570,A047
P10253,C3741,Auto,1975,2021-02-03,Expired,469104,A296
P10254,C1733,Travel,3272,2024-06-29,Lapsed,384108,A492
P10255,C1102,Travel,2236,2023-06-01,Lapsed,328676,A280
P10256,C2436,Home,4660,2023-04-23,Active,318366,A036
P10257,C1178,Life,4189,2022-09-29,Expired,307783,A031
P10258,C3953,Life,2980,2023-09-18,Expired,292721,A447
P10259,C0805,Auto,1420,2022-05-01,Expired,282799,A164
P10260,C4426,Health,4804,2024-05-27,Expired,72162,A190
P10261,C2345,Auto,4756,2021-12-09,Expired,426558,A046
P10262,C2598,Home,3389,2024-01-17,Active,262852,A027
P10263,C3953,Travel,3636,2020-07-17,Active,216442,A158
P10264,C2017,Life,2976,2023-07-25,Expired,359939,A115
P10265,C0412,Home,3211,2021-02-13,Expired,319086,A275
P10266,C4092,Health,2486,2022-06-30,Expired,258527,A218
P10267,C2840,Auto,1406,2023-02-07,Lapsed,74265,A376
P10268,C4600,Life,2963,2022-03-23,Active,68583,A122
P10269,C2678,Life,2031,2022-10-24,Lapsed,353224,A299
P10270,C3783,Home,4720,2023-10-15,Lapsed,330559,A488
P10271,C0962,Travel,4354,2023-04-16,Lapsed,214964,A497
P10272,C4125,Home,3278,2022-02-20,Lapsed,243535,A034
P10273,C4773,Home,1782,2024-10-22,Expired,421356,A281
P10274,C0773,Auto,1959,2021-09-12,Active,47033,A011
P10275,C3513,Home,4124,2022-02-19,Lapsed,69753,A406
P10276,C2672,Life,3294,2025-03-14,Expired,235130,A492
P10277,C4057,Life,3306,2022-12-31,Lapsed,270202,A479
P10278,C1602,Travel,4491,2020-08-21,Lapsed,247165,A410
P10279,C4167,Life,3996,2024-12-19,Active,445876,A465
P10280,C0164,Life,1336,2022-03-10,Active,67971,A156
P10281,C0030,Travel,3988,2021-09-22,Active,354730,A087
P10282,C1158,Home,2448,2023-01-26,Lapsed,368670,A306
P10283,C3760,Travel,859,2023-05-15,Expired,285854,A443
P10284,C0176,Auto,3710,2021-12-16,Active,56117,A168
P10285,C4835,Auto,4905,2023-05-22,Lapsed,485392,A401
P10286,C1652,Auto,2910,2022-01-19,Active,335663,A243
P10287,C2929,Health,2712,2024-04-24,Expired,212626,A023
P10288,C1584,Life,3865,2023-10-04,Expired,187346,A392
P10289,C4878,Life,2027,2024-06-14,Active,237377,A410
P10290,C0102,Life,3746,2025-04-04,Lapsed,405202,A185
P10291,C4202,Life,4864,2022-08-20,Expired,113999,A129
P10292,C2074,Life,1970,2023-01-23,Active,152930,A187
P10293,C3739,Life,3920,2024-06-28,Lapsed,358067,A322
P10294,C3370,Travel,2030,2020-06-27,Expired,493067,A025
P10295,C0016,Travel,1160,2024-03-25,Expired,230525,A428
P10296,C1894,Health,2753,2024-08-02,Lapsed,426063,A015
P10297,C3281,Health,1770,2024-02-02,Expired,91263,A450
P10298,C3750,Auto,4102,2022-09-19,Active,351508,A018
P10299,C1171,Auto,1032,2021-12-27,Expired,116682,A007
P10300,C3013,Home,337,2021-10-03,Active,63032,A136
P10301,C1793,Life,1751,2021-12-10,Lapsed,219631,A456
P10302,C1266,Travel,4037,2023-11-08,Lapsed,375983,A254
P10303,C2791,Health,863,2023-11-29,Active,148772,A189
P10304,C2334,Home,933,2023-04-03,Lapsed,142882,A389
P10305,C1862,Health,2239,2022-04-23,Active,305019,A047
P10306,C3554,Auto,3613,2023-01-07,Expired,99407,A220
P10307,C3240,Auto,3130,2023-11-01,Lapsed,11028,A161
P10308,C0836,Health,1734,2022-11-10,Expired,264561,A472
P10309,C1839,Life,3619,2020-08-21,Active,263012,A418
P10310,C0510,Health,3984,2022-07-26,Expired,39856,A044
P10311,C3578,Life,2478,2022-08-31,Active,112142,A194
P10312,C2197,Life,1613,2020-08-12,Lapsed,34906,A070
P10313,C4529,Life,911,2021-09-02,Expired,204563,A131
P10314,C0015,Travel,3331,2023-12-19,Expired,240565,A173
P10315,C4652,Travel,4808,2022-07-22,Expired,56350,A420
P10316,C3539,Home,2527,2024-02-15,Expired,74035,A362
P10317,C2848,Health,983,2024-09-28,Active,284511,A150
P10318,C4518,Health,2408,2021-01-22,Active,33682,A399
P10319,C1092,Auto,1234,2020-11-28,Expired,205251,A207
P10320,C2408,Health,3240,2023-07-15,Expired,172754,A486
P10321,C1311,Life,1901,2023-10-29,Active,486363,A100
P10322,C3199,Life,4684,2021-03-09,Active,481987,A440
P10323,C3609,Auto,2969,2025-06-09,Lapsed,10941,A470
P10324,C1423,Home,569,2023-11-22,Active,134169,A499
P10325,C0844,Life,1140,2022-02-24,Expired,66671,A323
P10326,C3041,Travel,3910,2022-07-05,Lapsed,380448,A057
P10327,C2712,Life,1622,2022-10-21,Lapsed,133519,A102
P10328,C4299,Auto,1348,2024-02-09,Lapsed,204794,A071
P10329,C0343,Auto,1856,2024-03-31,Active,87543,A126
P10330,C3451,Health,1250,2024-10-20,Active,65455,A187
P10331,C4141,Travel,625,2021-12-04,Lapsed,95574,A478
P10332,C3479,Home,1132,2022-01-10,Active,449573,A015
P10333,C0048,Auto,3879,2022-07-25,Expired,224492,A246
P10334,C0341,Life,1980,2025-05-02,Expired,129409,A147
P10335,C2317,Home,3764,2024-02-26,Expired,433994,A059
P10336,C2803,Home,517,2024-07-27,Active,12562,A219
P10337,C0407,Travel,2956,2023-03-10,Active,190676,A462
P10338,C4386,Life,4884,2023-06-24,Active,353495,A118
P10339,C2288,Life,3815,2022-10-23,Lapsed,396578,A082
P10340,C4716,Travel,849,2024-02-28,Active,468507,A422
P10341,C4363,Home,2467,2021-12-30,Lapsed,380785,A054
P10342,C1678,Home,2544,2025-05-25,Expired,37652,A085
P10343,C4880,Life,1252,2023-03-19,Expired,17072,A314
P10344,C4568,Travel,1977,2025-05-12,Lapsed,497310,A286
P10345,C0668,Auto,1316,2024-03-14,Expired,247201,A170
P10346,C3501,Home,2419,2023-10-28,Lapsed,221005,A156
P10347,C0370,Auto,3229,2023-11-30,Lapsed,311649,A057
P10348,C3336,Health,4913,2021-04-15,Expired,265470,A277
P10349,C3168,Health,1600,2023-06-04,Active,150101,A125
P10350,C4714,Health,1041,2025-03-24,Lapsed,452919,A500
P10351,C3294,Travel,1485,2024-07-14,Expired,229135,A316
P10352,C3906,Home,2406,2020-12-11,Active,286251,A272
P10353,C0385,Health,629,2021-11-17,Active,411311,A129
P10354,C2596,Home,563,2022-09-09,Active,130741,A211
P10355,C4498,Life,681,2021-11-05,Active,88226,A244
P10356,C4049,Home,3245,2025-04-25,Expired,26551,A029
P10357,C0041,Health,4623,2023-12-16,Lapsed,323492,A380
P10358,C2095,Health,868,2021-10-31,Active,371689,A485
P10359,C0354,Life,4914,2021-12-15,Lapsed,225593,A476
P10360,C4321,Life,4629,2025-04-23,Active,145498,A297
P10361,C0761,Health,4092,2024-06-29,Lapsed,60640,A188
P10362,C4987,Auto,1189,2020-10-31,Active,190562,A255
P10363,C1844,Health,3222,2023-08-27,Active,136601,A142
P10364,C1719,Life,3122,2023-04-18,Lapsed,106400,A192
P10365,C2448,Travel,1097,2021-06-06,Active,128930,A048
P10366,C0900,Home,4492,2022-05-18,Lapsed,26484,A143
P10367,C0526,Life,3375,2020-09-20,Active,95629,A255
P10368,C3887,Auto,3756,2023-01-12,Expired,433467,A291
P10369,C0909,Home,4032,2020-11-22,Active,12369,A256
P10370,C1061,Health,416,2024-04-04,Expired,335514,A456
P10371,C3193,Travel,1361,2020-09-23,Lapsed,26062,A364
P10372,C3803,Life,4912,2024-01-27,Expired,139641,A261
P10373,C1098,Health,1732,2024-10-18,Active,205193,A282
P10374,C4748,Auto,3512,2023-05-09,Active,188238,A197
P10375,C4405,Health,4392,2021-12-21,Expired,88205,A289
P10376,C2194,Life,1071,2020-06-30,Expired,59508,A486
P10377,C4445,Life,2138,2024-12-29,Expired,122712,A100
P10378,C3058,Home,4779,2022-08-06,Lapsed,442610,A335
P10379,C1963,Home,3084,2022-09-05,Expired,276375,A352
P10380,C1905,Home,4872,2024-07-22,Lapsed,402212,A240
P10381,C3221,Auto,1993,2024-08-27,Lapsed,269550,A083
P10382,C3958,Health,3632,2023-08-17,Lapsed,484476,A479
P10383,C4265,Life,2787,2024-08-03,Lapsed,64495,A069
P10384,C1106,Life,533,2023-07-11,Expired,300742,A023
P10385,C2848,Life,556,2021-10-19,Expired,195825,A142
P10386,C2185,Travel,4426,2025-01-26,Expired,292574,A268
P10387,C3175,Auto,3432,2025-01-02,Active,498585,A302
P10388,C2876,Home,528,2024-04-03,Expired,370789,A014
P10389,C0743,Home,4535,2024-08-13,Lapsed,332337,A142
P10390,C4574,Travel,4117,2024-11-21,Active,425207,A380
P10391,C0175,Travel,1563,2020-08-13,Expired,272947,A435
P10392,C1800,Health,1104,2023-11-25,Expired,438866,A330
P10393,C4698,Life,4786,2024-04-10,Active,90321,A227
P10394,C3716,Auto,850,2023-02-02,Active,207325,A347
P10395,C2949,Travel,2808,2023-12-28,Expired,412089,A121
P10396,C1902,Travel,728,2023-10-29,Lapsed,235696,A153
P10397,C4146,Travel,4017,2025-05-15,Expired,411396,A153
P10398,C0988,Health,2410,2023-08-27,Active,265531,A477
P10399,C2731,Home,2283,2023-01-30,Active,63221,A086
P10400,C3303,Auto,3949,2024-06-15,Expired,342526,A081
P10401,C0295,Health,1120,2023-04-24,Lapsed,58340,A227
P10402,C4192,Auto,1099,2021-01-12,Lapsed,220283,A219
P10403,C4027,Health,4165,2024-02-25,Expired,135369,A185
P10404,C3075,Travel,307,2024-10-23,Expired,326141,A025
P10405,C2337,Travel,863,2023-04-08,Lapsed,50043,A378
P10406,C1553,Home,3042,2021-12-29,Active,361545,A313
P10407,C3778,Travel,3789,2024-12-28,Active,417194,A045
P10408,C4251,Home,2873,2023-11-10,Active,488592,A070
P10409,C1319,Travel,2496,2021-10-02,Lapsed,263032,A356
P10410,C4125,Health,1841,2022-12-07,Active,405302,A469
P10411,C4995,Travel,2285,2022-12-20,Active,54449,A484
P10412,C1521,Travel,3291,2021-01-04,Lapsed,92944,A194
P10413,C0018,Auto,2979,2023-02-01,Active,236542,A086
P10414,C3480,Life,3783,2022-06-14,Expired,122547,A239
P10415,C0237,Life,481,2021-05-02,Lapsed,143000,A403
P10416,C0974,Home,1747,2023-02-27,Lapsed,52835,A381
P10417,C2135,Health,1377,2021-08-10,Lapsed,394060,A470
P10418,C0012,Auto,3808,2023-11-01,Lapsed,19451,A291
P10419,C0735,Travel,4428,2023-06-21,Expired,121511,A155
P10420,C4327,Auto,2116,2025-04-07,Expired,284001,A314
P10421,C2543,Travel,1988,2020-11-03,Expired,151528,A213
P10422,C0080,Life,1247,2022-03-25,Expired,261371,A384
P10423,C3655,Health,2617,2022-03-18,Lapsed,242918,A379
P10424,C3747,Auto,1518,2022-08-29,Active,417073,A218
P10425,C4639,Auto,643,2023-04-13,Active,391500,A149
P10426,C2213,Health,489,2021-03-31,Lapsed,153342,A108
P10427,C0063,Home,921,2023-03-26,Expired,408762,A356
P10428,C3007,Travel,2356,2023-04-16,Active,264760,A261
P10429,C1763,Life,592,2023-05-18,Active,480397,A354
P10430,C1089,Life,624,2022-07-20,Lapsed,105089,A015
P10431,C0328,Life,1540,2021-05-21,Lapsed,285975,A371
P10432,C1865,Auto,3706,2021-10-15,Expired,461661,A295
P10433,C0282,Auto,3278,2020-11-10,Expired,241395,A138
P10434,C3811,Life,3253,2022-06-04,Expired,449360,A258
P10435,C4660,Auto,1238,2021-07-04,Expired,272611,A463
P10436,C1027,Auto,2236,2024-08-02,Lapsed,330580,A207
P10437,C3736,Home,3824,2020-09-02,Active,364393,A068
P10438,C0714,Life,1203,2024-10-12,Lapsed,375896,A043
P10439,C2631,Auto,1680,2025-02-12,Active,459623,A297
P10440,C4880,Home,2271,2022-10-27,Lapsed,497972,A396
