accountID,customerID,branchID,accountType,balance,openDate,status
A10046,C3439,B006,Credit,14426.58,2020-12-21,Dormant
A10047,C3115,B186,Savings,54621.22,2018-03-19,Dormant
A10048,C0755,B027,Checking,87832.18,2016-03-06,Dormant
A10049,C3984,B100,Checking,73449.31,2018-06-01,Active
A10050,C0901,B088,Savings,47016.05,2015-06-30,Closed
A10051,C1953,B057,Checking,23202.95,2016-07-28,Active
A10052,C0062,B145,Loan,41237.11,2021-05-31,Closed
A10053,C1777,B131,Checking,12669.95,2019-06-18,Closed
A10054,C2788,B010,Checking,71733.87,2024-11-25,Active
A10055,C0473,B195,Savings,81553.18,2022-08-15,Dormant
A10056,C2989,B076,Savings,16347.33,2024-07-03,Dormant
A10057,C1704,B095,Checking,52716.1,2016-02-09,Closed
A10058,C2924,B057,Credit,66130.83,2024-10-18,Active
A10059,C1603,B091,Loan,44058.75,2022-11-30,Active
A10060,C2268,B029,Checking,99062.95,2023-02-20,Active
A10061,C0955,B107,Credit,9051.61,2024-06-12,Closed
A10062,C0896,B100,Loan,9368.91,2016-01-23,Closed
A10063,C0623,B200,Savings,29810.71,2024-03-25,Active
A10064,C2916,B167,Savings,42398.05,2023-06-17,Closed
A10065,C3525,B104,Checking,52643.57,2021-10-08,Active
A10066,C4340,B069,Savings,83466.72,2018-01-29,Closed
A10067,C1510,B067,Loan,2367.85,2025-03-06,Active
A10068,C0233,B108,Checking,16830.56,2016-10-03,Closed
A10069,C3112,B179,Credit,86174.59,2023-06-03,Closed
A10070,C4261,B147,Loan,77641.18,2016-07-19,Active
A10071,C0018,B111,Savings,53168.76,2023-06-22,Dormant
A10072,C2449,B196,Savings,812.26,2017-01-26,Closed
A10073,C0582,B034,Loan,37430.62,2020-03-22,Dormant
A10074,C4195,B200,Checking,88614.75,2024-11-06,Closed
A10075,C3850,B155,Savings,72360.99,2021-10-03,Closed
A10076,C4901,B034,Checking,16685.89,2023-08-05,Dormant
A10077,C1886,B173,Savings,31242.07,2018-08-28,Dormant
A10078,C4478,B161,Loan,27576.93,2024-11-13,Closed
A10079,C4874,B132,Credit,41077.58,2024-12-26,Closed
A10080,C3788,B090,Checking,97905.61,2023-04-13,Active
A10081,C0153,B008,Checking,5482.75,2023-07-18,Closed
A10082,C4129,B174,Credit,44840.32,2016-05-29,Dormant
A10083,C3598,B005,Checking,6136.7,2015-11-21,Dormant
A10084,C2935,B181,Loan,31339.66,2019-06-03,Dormant
A10085,C3008,B077,Checking,81238.87,2024-06-24,Closed
A10086,C2383,B013,Loan,56113.93,2018-10-09,Closed
A10087,C2748,B073,Savings,78050.4,2024-03-12,Dormant
A10088,C4671,B103,Savings,83560.24,2015-11-02,Active
A10089,C3747,B116,Checking,26088.24,2022-08-27,Closed
A10090,C4530,B075,Credit,53646.85,2018-05-26,Dormant
A10091,C2370,B035,Checking,22982.98,2017-09-18,Dormant
A10092,C2153,B130,Credit,99852.16,2019-07-08,Active
A10093,C1265,B131,Checking,15085.56,2022-03-18,Dormant
A10094,C0750,B059,Checking,35376.2,2025-06-09,Dormant
A10095,C2695,B022,Credit,43261.39,2016-07-05,Closed
A10096,C2340,B191,Checking,44502.23,2020-07-19,Closed
A10097,C4537,B085,Checking,72517.75,2018-01-03,Dormant
A10098,C3569,B020,Loan,27225.94,2015-08-02,Dormant
A10099,C4488,B053,Credit,33102.47,2019-04-27,Closed
A10100,C1333,B054,Credit,49097.49,2022-02-18,Closed
A10101,C3289,B101,Savings,23293.33,2023-01-17,Dormant
A10102,C4103,B136,Checking,28450.42,2017-08-22,Closed
A10103,C0087,B136,Savings,84442.64,2021-01-06,Active
A10104,C0184,B105,Credit,5164.82,2019-04-20,Closed
A10105,C1356,B157,Credit,87068.88,2019-10-14,Closed
A10106,C1280,B115,Savings,31814.08,2022-08-20,Dormant
A10107,C0488,B006,Loan,41052.11,2023-08-17,Closed
A10108,C4524,B139,Savings,16135.11,2023-10-27,Closed
A10109,C1674,B123,Checking,74573.74,2021-01-11,Active
A10110,C0668,B132,Checking,58159.97,2016-11-03,Dormant
A10111,C4221,B129,Credit,2382.08,2020-08-07,Dormant
A10112,C3831,B042,Credit,93118.92,2016-06-26,Active
A10113,C4471,B067,Loan,43403.82,2025-02-07,Active
A10114,C0887,B028,Checking,24358.3,2024-07-19,Active
A10115,C0553,B119,Checking,78445.31,2022-11-23,Dormant
A10116,C2440,B017,Credit,97034.21,2016-08-17,Dormant
A10117,C0758,B047,Credit,752.41,2024-01-03,Active
A10118,C0036,B190,Credit,62975.1,2017-09-07,Active
A10119,C0019,B157,Credit,94574.99,2018-03-18,Closed
A10120,C2013,B177,Savings,75074.14,2021-04-08,Active
A10121,C1202,B171,Savings,87401.33,2020-08-23,Closed
A10122,C3473,B035,Savings,88385.22,2016-01-27,Dormant
A10123,C1510,B115,Loan,29795.88,2018-07-09,Active
A10124,C1879,B188,Checking,49422.64,2023-09-16,Dormant
A10125,C0856,B179,Loan,67305.8,2016-10-29,Closed
A10126,C2991,B077,Checking,49596.86,2019-10-09,Dormant
A10127,C3495,B019,Credit,4505.8,2023-11-11,Active
A10128,C4550,B041,Savings,27696.91,2016-05-30,Closed
A10129,C1813,B163,Savings,97769.75,2017-06-19,Dormant
A10130,C2459,B033,Checking,98941.86,2017-04-27,Dormant
A10131,C2825,B145,Savings,62460.97,2022-09-10,Dormant
A10132,C1786,B034,Savings,26035.25,2023-01-23,Closed
A10133,C1796,B134,Savings,71244.83,2020-04-11,Active
A10134,C1156,B169,Checking,98072.29,2019-01-21,Closed
A10135,C2502,B112,Credit,37234.0,2022-02-26,Closed
A10136,C1553,B028,Savings,69831.32,2017-03-24,Closed
A10137,C3109,B014,Credit,89566.14,2016-04-30,Closed
A10138,C0395,B002,Credit,50190.38,2016-01-12,Closed
A10139,C2986,B080,Checking,86400.78,2023-09-30,Closed
A10140,C0113,B108,Credit,41243.47,2023-04-17,Active
A10141,C1946,B067,Savings,29111.6,2022-08-15,Closed
A10142,C0012,B148,Credit,51377.11,2018-12-29,Dormant
A10143,C3454,B120,Savings,44452.41,2018-12-30,Dormant
A10144,C2846,B095,Loan,13068.47,2016-12-13,Closed
A10145,C1363,B060,Credit,60860.28,2024-03-10,Active
A10146,C2226,B091,Credit,49960.94,2021-07-18,Dormant
A10147,C4052,B110,Savings,17742.93,2016-04-06,Dormant
A10148,C3079,B052,Checking,95956.86,2023-08-09,Active
A10149,C4429,B099,Loan,25414.73,2018-06-06,Dormant
A10150,C0463,B033,Checking,46445.79,2019-07-01,Closed
A10151,C0981,B084,Loan,56508.47,2015-09-22,Closed
A10152,C4144,B002,Savings,32700.76,2018-12-15,Dormant
A10153,C0225,B140,Checking,46034.64,2025-05-18,Closed
A10154,C1777,B109,Checking,7171.35,2021-12-28,Closed
A10155,C2837,B029,Checking,30765.23,2023-03-07,Closed
A10156,C2391,B022,Loan,63228.98,2019-07-30,Closed
A10157,C2774,B180,Checking,55225.62,2025-04-10,Closed
A10158,C4761,B119,Savings,73777.27,2022-01-25,Closed
A10159,C1947,B180,Savings,51674.82,2019-08-31,Active
A10160,C4824,B181,Credit,11401.27,2023-02-23,Closed
A10161,C4262,B122,Savings,79836.03,2016-12-06,Closed
A10162,C1884,B072,Loan,27971.02,2017-10-19,Active
A10163,C3330,B105,Credit,15550.41,2018-10-23,Dormant
A10164,C4470,B102,Savings,86908.53,2018-04-07,Dormant
A10165,C2002,B039,Loan,54334.9,2018-01-24,Active
A10166,C0984,B141,Credit,97425.53,2023-02-20,Closed
A10167,C1714,B152,Credit,49662.63,2016-03-30,Closed
A10168,C1284,B025,Credit,78678.51,2017-03-09,Closed
A10169,C1384,B072,Loan,12313.55,2024-09-06,Dormant
A10170,C1873,B108,Checking,62706.24,2024-11-09,Closed
A10171,C3485,B142,Savings,9253.15,2018-02-09,Active
A10172,C3779,B024,Savings,86960.35,2020-08-28,Closed
A10173,C2807,B058,Savings,87380.62,2020-12-17,Dormant
A10174,C4270,B199,Checking,14745.88,2016-01-16,Dormant
A10175,C3967,B053,Loan,20163.46,2020-02-05,Dormant
A10176,C3203,B196,Checking,41268.3,2023-05-31,Active
A10177,C2001,B165,Checking,90619.24,2016-03-13,Closed
A10178,C2805,B078,Credit,9873.04,2021-01-03,Closed
A10179,C4610,B139,Checking,84278.62,2015-07-29,Dormant
A10180,C4721,B187,Loan,82266.07,2023-06-03,Closed
A10181,C3830,B084,Credit,38464.67,2016-07-07,Closed
A10182,C0401,B014,Credit,32133.34,2019-08-04,Closed
A10183,C1760,B047,Checking,2376.96,2024-01-15,Closed
A10184,C2205,B128,Loan,53834.26,2016-02-07,Closed
A10185,C2183,B079,Checking,74963.33,2019-05-09,Dormant
A10186,C4501,B123,Savings,44225.59,2017-10-20,Active
A10187,C0071,B119,Savings,2761.5,2017-10-07,Closed
A10188,C4906,B041,Checking,3022.81,2018-10-25,Dormant
A10189,C0806,B176,Savings,45526.94,2019-07-07,Closed
A10190,C1298,B151,Credit,12047.84,2019-12-22,Dormant
A10191,C2207,B137,Loan,64289.12,2020-11-20,Closed
A10192,C1644,B186,Loan,31004.83,2022-11-12,Active
A10193,C4191,B096,Checking,56263.77,2018-09-06,Closed
A10194,C3842,B157,Savings,8583.83,2018-04-17,Dormant
A10195,C0212,B149,Credit,96451.35,2024-07-26,Dormant
A10196,C3617,B120,Checking,68048.46,2018-11-23,Active
A10197,C2397,B066,Credit,70154.93,2017-06-08,Active
A10198,C1829,B161,Credit,91107.48,2019-01-30,Active
A10199,C2907,B035,Checking,55774.17,2023-10-08,Closed
A10200,C2021,B017,Credit,31225.7,2020-12-29,Active
A10201,C1876,B195,Credit,54886.4,2018-09-04,Active
A10202,C4041,B031,Credit,70184.48,2022-08-29,Active
A10203,C3495,B019,Savings,11871.54,2017-02-09,Closed
A10204,C4650,B082,Savings,34995.83,2020-12-01,Active
A10205,C4318,B091,Loan,80500.38,2024-08-08,Dormant
A10206,C0202,B065,Credit,78831.6,2017-04-17,Dormant
A10207,C1611,B108,Savings,66724.05,2020-08-03,Closed
A10208,C0020,B081,Checking,88811.66,2025-03-05,Closed
A10209,C2191,B013,Loan,69923.11,2020-08-06,Dormant
A10210,C3762,B031,Savings,59187.97,2019-01-29,Closed
A10211,C1594,B075,Checking,60365.43,2017-04-05,Closed
A10212,C3932,B106,Loan,12144.73,2025-01-11,Dormant
A10213,C4696,B054,Savings,96011.97,2017-07-20,Dormant
A10214,C3060,B075,Credit,11304.31,2023-12-21,Closed
A10215,C4408,B168,Checking,98761.72,2016-05-25,Dormant
A10216,C4924,B021,Savings,35623.19,2022-10-09,Closed
A10217,C3532,B032,Credit,97084.48,2024-08-04,Closed
A10218,C0335,B171,Loan,84771.53,2024-03-10,Closed
A10219,C2006,B174,Savings,65898.11,2015-06-28,Closed
A10220,C0147,B016,Credit,76458.17,2016-02-19,Active
A10221,C1192,B044,Loan,80812.8,2023-05-30,Closed
A10222,C0776,B057,Credit,6991.33,2018-02-10,Active
A10223,C0665,B005,Checking,3145.44,2018-06-01,Active
A10224,C2192,B127,Checking,7477.6,2020-09-21,Active
A10225,C1816,B023,Loan,65596.86,2021-07-23,Dormant
A10226,C1475,B056,Credit,12136.69,2020-02-15,Closed
A10227,C0551,B006,Credit,34074.74,2018-04-08,Dormant
A10228,C1673,B052,Loan,33280.58,2017-02-16,Active
A10229,C4557,B121,Checking,81190.48,2024-01-07,Active
A10230,C4587,B003,Loan,10369.51,2025-05-25,Dormant
A10231,C1025,B052,Credit,85763.16,2015-07-28,Dormant
A10232,C4081,B112,Loan,93752.19,2017-10-30,Closed
A10233,C0110,B176,Loan,10720.99,2020-12-13,Closed
A10234,C3402,B088,Savings,94540.54,2021-10-28,Active
A10235,C4169,B151,Loan,22002.27,2020-01-27,Active
A10236,C0547,B022,Checking,38476.37,2016-05-13,Active
A10237,C1710,B151,Checking,64057.49,2023-08-21,Closed
A10238,C2612,B051,Checking,54196.57,2023-08-20,Closed
A10239,C2033,B152,Loan,58761.75,2025-05-27,Dormant
A10240,C0985,B093,Savings,89894.64,2016-01-21,Active
A10241,C3473,B184,Credit,31420.12,2019-03-12,Active
A10242,C1718,B142,Credit,43566.7,2017-07-20,Dormant
A10243,C3332,B104,Loan,29461.06,2015-12-04,Dormant
A10244,C4207,B066,Savings,69275.99,2020-06-08,Active
A10245,C0691,B026,Loan,91965.65,2020-06-07,Active
A10246,C1662,B128,Loan,37731.67,2016-05-27,Active
A10247,C1932,B095,Credit,27064.21,2017-11-30,Closed
A10248,C0953,B098,Loan,45933.76,2018-03-07,Dormant
A10249,C1880,B014,Savings,8117.14,2022-05-18,Closed
A10250,C0729,B072,Credit,78097.94,2024-11-23,Closed
A10251,C3296,B099,Checking,73559.64,2022-05-26,Closed
A10252,C0329,B084,Checking,32192.47,2016-03-23,Closed
A10253,C3690,B033,Savings,52502.34,2019-10-26,Active
A10254,C4961,B020,Credit,79365.69,2021-07-19,Dormant
A10255,C2051,B019,Checking,86020.44,2016-01-13,Closed
A10256,C1130,B198,Credit,67363.77,2023-09-14,Closed
A10257,C2750,B130,Credit,60204.37,2018-04-09,Active
A10258,C1931,B197,Credit,15940.24,2022-02-26,Closed
A10259,C4252,B191,Savings,92526.97,2021-11-12,Closed
A10260,C1488,B163,Credit,18978.54,2017-07-01,Closed
A10261,C4631,B094,Loan,52395.45,2019-10-26,Dormant
A10262,C2238,B069,Savings,34280.16,2016-02-09,Closed
A10263,C0845,B114,Credit,61622.29,2016-04-16,Active
A10264,C0128,B171,Credit,97402.63,2023-02-25,Dormant
A10265,C4440,B154,Savings,18834.66,2018-05-02,Dormant
A10266,C0963,B162,Savings,74017.26,2015-07-27,Active
A10267,C3281,B186,Loan,8806.5,2024-08-18,Closed
A10268,C3718,B186,Savings,67944.65,2018-11-07,Active
A10269,C3364,B151,Credit,2424.34,2017-10-15,Closed
A10270,C3193,B167,Checking,49452.74,2022-04-10,Active
A10271,C2288,B189,Savings,1056.73,2023-03-15,Active
A10272,C3498,B048,Credit,66742.72,2021-07-02,Closed
A10273,C3452,B144,Credit,17412.03,2016-11-04,Active
A10274,C4970,B135,Checking,75507.65,2024-11-04,Closed
A10275,C3162,B133,Credit,14291.91,2015-11-27,Closed
A10276,C0614,B087,Loan,58936.02,2021-08-03,Closed
A10277,C1629,B048,Checking,47594.91,2021-08-01,Active
A10278,C1771,B177,Savings,90012.48,2021-04-24,Active
A10279,C0804,B187,Checking,89129.66,2021-02-09,Closed
A10280,C0498,B065,Loan,73278.91,2021-10-01,Active
A10281,C0009,B158,Checking,96947.73,2025-06-11,Closed
A10282,C1463,B174,Savings,60507.31,2020-06-18,Active
A10283,C2713,B181,Savings,59768.62,2024-04-18,Dormant
A10284,C1413,B046,Checking,62672.12,2017-01-23,Active
A10285,C4484,B135,Savings,5608.33,2018-08-20,Dormant
A10286,C4083,B060,Credit,53976.65,2024-12-30,Active
A10287,C2482,B161,Savings,70233.61,2018-01-26,Dormant
A10288,C1510,B106,Checking,96455.55,2024-08-10,Dormant
A10289,C1813,B133,Credit,47766.86,2019-08-03,Dormant
A10290,C0178,B187,Credit,52092.78,2021-02-16,Closed
A10291,C3547,B192,Checking,86096.8,2018-08-04,Dormant
A10292,C0305,B173,Checking,62407.96,2017-08-14,Active
A10293,C2605,B025,Savings,4726.08,2019-06-28,Dormant
A10294,C2821,B078,Savings,58551.86,2022-06-29,Dormant
A10295,C2210,B166,Savings,27476.19,2023-07-26,Closed
A10296,C4331,B127,Checking,69850.08,2025-01-04,Dormant
A10297,C3448,B160,Loan,71964.46,2022-10-15,Closed
A10298,C2066,B130,Checking,34433.87,2017-08-26,Closed
A10299,C1447,B126,Credit,2019.82,2022-04-08,Active
A10300,C0604,B001,Credit,19601.44,2024-04-05,Dormant
A10301,C0915,B172,Credit,63732.17,2015-10-19,Active
A10302,C2783,B061,Savings,3676.17,2017-12-31,Closed
A10303,C4828,B054,Checking,44417.36,2015-07-06,Active
A10304,C2562,B004,Checking,59421.28,2024-06-29,Active
A10305,C1586,B190,Savings,76641.89,2021-03-14,Active
A10306,C0281,B058,Credit,28649.7,2020-02-28,Dormant
A10307,C0299,B115,Credit,66183.52,2015-08-10,Dormant
A10308,C0614,B138,Loan,88273.66,2022-04-21,Active
A10309,C3847,B030,Loan,80280.09,2022-12-06,Closed
A10310,C3911,B170,Savings,41512.5,2017-09-30,Closed
A10311,C1294,B055,Credit,5542.46,2016-06-17,Closed
A10312,C3293,B196,Credit,63363.2,2023-10-23,Active
A10313,C0615,B044,Savings,14740.38,2017-09-02,Closed
A10314,C1657,B067,Loan,22969.05,2019-06-24,Active
A10315,C2147,B180,Savings,15282.44,2022-07-06,Dormant
A10316,C2908,B166,Savings,14711.46,2017-08-19,Dormant
A10317,C4969,B071,Loan,47142.16,2022-06-14,Closed
A10318,C0547,B194,Savings,35258.47,2016-03-28,Dormant
A10319,C2659,B088,Loan,96039.96,2023-08-16,Active
A10320,C0414,B011,Loan,91998.49,2017-03-06,Dormant
A10321,C0207,B104,Loan,85335.28,2020-05-16,Closed
A10322,C2598,B056,Savings,75666.67,2021-06-06,Active
A10323,C4446,B153,Credit,60293.78,2021-03-05,Dormant
A10324,C4421,B072,Savings,49056.18,2016-07-05,Active
A10325,C4417,B069,Loan,4570.04,2024-11-26,Closed
A10326,C4371,B101,Credit,2738.94,2025-05-13,Dormant
A10327,C4058,B113,Savings,83905.64,2016-10-06,Dormant
A10328,C1189,B034,Checking,85038.18,2022-05-05,Closed
A10329,C1630,B023,Savings,47749.16,2023-03-15,Closed
A10330,C1807,B116,Checking,11582.43,2023-03-15,Active
A10331,C1236,B035,Loan,34458.93,2022-01-09,Active
A10332,C1755,B022,Checking,59700.84,2022-06-19,Active
A10333,C0034,B078,Savings,69167.23,2021-01-19,Active
A10334,C4525,B077,Loan,44768.35,2020-04-24,Dormant
A10335,C0459,B144,Checking,54687.23,2024-09-11,Dormant
A10336,C1931,B177,Savings,83427.44,2019-03-24,Closed
A10337,C2461,B051,Loan,81820.56,2020-03-21,Active
A10338,C3567,B040,Savings,16339.15,2017-07-02,Active
A10339,C0045,B182,Savings,61032.3,2015-07-15,Dormant
A10340,C3300,B029,Credit,62757.75,2017-09-24,Dormant
A10341,C0859,B112,Loan,62938.55,2019-06-12,Closed
A10342,C3334,B097,Checking,12842.78,2021-08-21,Dormant
A10343,C2003,B018,Checking,73199.95,2020-08-06,Active
A10344,C3421,B158,Checking,42334.23,2016-05-03,Active
A10345,C3267,B070,Checking,12404.9,2019-10-26,Dormant
A10346,C1676,B062,Credit,93737.61,2017-03-13,Active
A10347,C0482,B113,Credit,26542.65,2022-05-07,Active
A10348,C2124,B069,Checking,43003.27,2019-07-13,Dormant
A10349,C4514,B066,Savings,21126.39,2018-08-18,Active
A10350,C1408,B015,Credit,63909.3,2021-11-25,Dormant
A10351,C1936,B121,Savings,94363.39,2017-08-07,Closed
A10352,C2260,B138,Credit,66135.74,2021-09-12,Active
A10353,C4065,B163,Savings,52425.67,2019-04-17,Dormant
A10354,C2664,B089,Savings,13669.25,2018-03-10,Dormant
A10355,C1386,B161,Savings,66649.88,2017-05-26,Dormant
A10356,C2786,B166,Loan,2200.97,2018-01-20,Closed
A10357,C2921,B045,Savings,1244.17,2019-04-15,Closed
A10358,C0973,B068,Savings,21492.51,2025-05-15,Dormant
A10359,C4922,B175,Savings,52656.35,2020-04-26,Active
A10360,C4966,B103,Checking,48572.46,2023-05-19,Dormant
A10361,C3244,B024,Checking,56590.48,2019-04-11,Active
A10362,C3091,B007,Savings,63402.68,2023-12-01,Active
A10363,C0073,B140,Loan,84497.6,2015-10-23,Active
A10364,C3647,B169,Checking,53846.04,2021-06-06,Active
A10365,C1319,B081,Credit,66841.44,2023-11-30,Closed
A10366,C0798,B117,Loan,22294.37,2022-11-25,Closed
A10367,C3488,B165,Checking,56791.96,2020-05-31,Dormant
A10368,C0528,B099,Loan,74293.24,2021-04-01,Closed
A10369,C1125,B049,Credit,3406.54,2023-08-09,Closed
A10370,C3521,B161,Checking,38807.37,2017-03-10,Active
A10371,C0823,B038,Credit,66863.26,2018-07-11,Closed
A10372,C2291,B178,Credit,58516.77,2023-02-07,Closed
A10373,C2114,B172,Savings,88605.41,2022-08-19,Active
A10374,C4644,B002,Credit,53985.09,2024-02-01,Dormant
A10375,C1578,B005,Checking,75427.88,2019-09-26,Dormant
A10376,C4851,B017,Checking,87235.58,2021-08-25,Dormant
A10377,C0497,B134,Checking,94865.52,2020-09-29,Active
A10378,C1029,B040,Savings,49818.69,2020-02-21,Closed
A10379,C4856,B021,Loan,6924.13,2020-11-24,Active
A10380,C2601,B175,Loan,35476.37,2019-03-10,Dormant
A10381,C0467,B051,Savings,81263.08,2016-01-27,Closed
A10382,C1954,B194,Loan,68734.38,2021-12-30,Closed
A10383,C1643,B021,Savings,20928.96,2021-12-09,Dormant
A10384,C4416,B091,Credit,75421.35,2020-02-21,Closed
A10385,C4864,B012,Savings,24319.21,2021-02-28,Dormant
A10386,C2677,B021,Credit,88840.63,2020-04-08,Closed
A10387,C2270,B139,Savings,20925.47,2024-12-08,Closed
A10388,C3847,B198,Credit,13166.85,2024-07-12,Dormant
A10389,C0845,B058,Savings,66087.55,2017-11-23,Closed
A10390,C0505,B148,Savings,90189.05,2022-01-18,Closed
A10391,C4298,B060,Credit,74943.9,2017-04-17,Closed
A10392,C1947,B077,Savings,70780.91,2023-03-18,Dormant
A10393,C2887,B076,Loan,5431.22,2023-02-21,Closed
A10394,C2586,B065,Checking,95525.91,2016-01-11,Dormant
A10395,C0865,B146,Savings,90927.75,2019-07-16,Dormant
A10396,C1177,B108,Savings,14919.41,2017-03-11,Closed
A10397,C0980,B067,Credit,28488.57,2017-01-26,Active
A10398,C2927,B102,Loan,18648.32,2017-09-15,Closed
A10399,C0505,B024,Savings,99318.64,2024-01-09,Active
A10400,C0715,B187,Credit,44333.66,2022-05-19,Closed
A10401,C4047,B195,Savings,31404.77,2018-08-24,Closed
A10402,C2064,B001,Checking,81032.63,2021-06-03,Closed
A10403,C4692,B078,Loan,22447.46,2023-12-28,Dormant
A10404,C0289,B069,Checking,43861.35,2020-02-27,Dormant
A10405,C2696,B176,Credit,46417.63,2019-06-08,Dormant
A10406,C1025,B096,Savings,31989.67,2024-04-09,Closed
A10407,C0172,B090,Savings,4207.87,2024-10-12,Closed
A10408,C3747,B084,Loan,5361.8,2020-05-05,Dormant
A10409,C0874,B083,Loan,78505.83,2023-07-10,Closed
A10410,C1957,B055,Loan,54451.9,2024-06-11,Active
A10411,C4042,B041,Savings,70267.59,2019-06-01,Active
A10412,C1564,B061,Savings,39099.41,2016-04-01,Closed
A10413,C4598,B184,Savings,12226.14,2022-03-10,Dormant
A10414,C1532,B040,Savings,59269.79,2019-05-17,Closed
A10415,C3751,B011,Savings,95327.24,2024-07-24,Active
A10416,C0775,B149,Savings,20783.52,2018-03-17,Dormant
A10417,C3652,B108,Checking,45302.41,2017-04-15,Dormant
A10418,C1606,B101,Loan,71972.81,2022-04-27,Active
A10419,C2658,B180,Credit,92202.62,2016-04-05,Active
A10420,C4372,B163,Savings,52528.14,2019-07-24,Active
A10421,C0180,B083,Credit,63545.41,2024-09-10,Closed
A10422,C1953,B193,Loan,58059.6,2015-09-13,Active
A10423,C3026,B006,Loan,32409.62,2017-05-03,Dormant
A10424,C3395,B197,Checking,68275.04,2016-12-16,Closed
A10425,C2833,B038,Checking,51351.52,2017-09-20,Dormant
A10426,C3141,B122,Loan,5952.86,2020-07-05,Active
A10427,C3254,B048,Savings,89499.96,2019-08-30,Dormant
A10428,C0366,B052,Savings,94293.59,2024-04-05,Dormant
A10429,C3024,B068,Savings,94236.35,2022-01-19,Closed
A10430,C2770,B092,Checking,5133.02,2015-10-04,Closed
A10431,C1378,B190,Checking,7495.43,2023-02-15,Dormant
A10432,C3167,B198,Loan,80338.35,2023-04-08,Dormant
A10433,C2649,B011,Credit,69909.54,2019-07-28,Closed
A10434,C3810,B177,Savings,4354.27,2021-08-19,Dormant
A10435,C2563,B040,Checking,84520.42,2021-08-26,Dormant
A10436,C3708,B198,Checking,62928.18,2015-11-09,Active
A10437,C2402,B186,Checking,97566.77,2025-06-06,Active
A10438,C4093,B021,Credit,51092.6,2024-05-07,Closed
A10439,C1306,B084,Credit,88837.35,2019-09-13,Closed
A10440,C3759,B036,Savings,72775.21,2024-09-26,Closed
A10441,C3079,B080,Savings,1183.36,2015-07-10,Dormant
A10442,C4766,B162,Savings,10223.44,2023-08-02,Closed
A10443,C2927,B024,Loan,42207.8,2019-08-29,Dormant
A10444,C1542,B093,Loan,13010.44,2020-03-25,Closed
A10445,C1919,B106,Loan,46513.95,2016-10-21,Active
A10446,C1297,B069,Loan,53156.63,2025-03-22,Closed
A10447,C2749,B176,Savings,88072.38,2018-06-03,Closed
A10448,C1829,B114,Savings,43696.33,2019-08-09,Active
A10449,C1399,B200,Savings,95119.67,2019-10-31,Closed
