orderID,customerID,productID,orderDate,quantity,orderStatus
O10211,C1162,PR00334,2024-05-10,82,Shipped
O10212,C1122,PR01255,2025-03-09,48,Delivered
O10213,C0063,PR02223,2023-12-20,75,Pending
O10214,C0127,PR01260,2024-02-07,88,Pending
O10215,C1204,PR01763,2025-03-14,37,Cancelled
O10216,C0047,PR00087,2023-09-11,78,Cancelled
O10217,C1771,PR01781,2022-09-16,12,Delivered
O10218,C1410,PR02460,2023-09-18,92,Pending
O10219,C0306,PR00031,2024-06-26,20,Pending
O10220,C1025,PR02212,2022-08-05,66,Shipped
O10221,C0647,PR02012,2025-04-06,38,Delivered
O10222,C0038,PR01340,2022-12-07,18,Cancelled
O10223,C1744,PR02637,2024-01-07,50,Delivered
O10224,C1516,PR01247,2023-03-20,42,Delivered
O10225,C1556,PR01653,2023-06-15,10,Pending
O10226,C0613,PR02998,2023-01-03,45,Cancelled
O10227,C1871,PR02331,2023-05-17,28,Cancelled
O10228,C0400,PR01290,2024-03-11,41,Cancelled
O10229,C0629,PR02467,2024-03-09,61,Shipped
O10230,C0432,PR00851,2025-01-25,78,Delivered
O10231,C1629,PR02003,2025-02-02,28,Pending
O10232,C0020,PR00973,2022-09-04,82,Shipped
O10233,C0213,PR01584,2025-04-22,5,Shipped
O10234,C0062,PR00482,2023-12-29,95,Shipped
O10235,C1780,PR02279,2023-10-30,16,Cancelled
O10236,C0260,PR00758,2023-02-08,91,Delivered
O10237,C1466,PR00341,2023-07-08,95,Shipped
O10238,C1668,PR00719,2024-08-31,50,Cancelled
O10239,C1840,PR00627,2025-02-25,8,Delivered
O10240,C0943,PR02424,2024-01-01,22,Cancelled
O10241,C1428,PR00042,2025-02-09,76,Delivered
O10242,C1762,PR01273,2023-08-25,98,Pending
O10243,C0078,PR01840,2022-12-24,35,Delivered
O10244,C1102,PR01109,2025-03-06,23,Shipped
O10245,C0128,PR00592,2024-10-16,91,Cancelled
O10246,C1452,PR00904,2023-08-28,98,Delivered
O10247,C0923,PR01784,2023-09-07,80,Cancelled
O10248,C1528,PR01590,2022-11-28,89,Pending
O10249,C0259,PR01739,2023-11-19,69,Pending
O10250,C1737,PR02221,2024-03-09,95,Delivered
O10251,C1744,PR00442,2024-10-20,55,Cancelled
O10252,C1035,PR00576,2022-09-21,80,Cancelled
O10253,C1741,PR02743,2023-09-28,3,Pending
O10254,C1518,PR02978,2023-04-01,24,Shipped
O10255,C0886,PR02434,2025-05-14,75,Shipped
O10256,C1509,PR00356,2023-10-28,57,Cancelled
O10257,C0802,PR02973,2024-01-05,76,Pending
O10258,C1492,PR02199,2024-08-29,90,Cancelled
O10259,C1014,PR00761,2025-02-16,43,Cancelled
O10260,C1207,PR00136,2023-06-18,33,Pending
O10261,C0155,PR00852,2022-09-08,7,Shipped
O10262,C0771,PR02022,2023-01-01,23,Shipped
O10263,C0691,PR01470,2022-08-31,27,Delivered
O10264,C0300,PR02759,2025-05-04,86,Pending
O10265,C1166,PR00987,2024-12-29,4,Cancelled
O10266,C1606,PR02400,2022-09-11,27,Shipped
O10267,C0773,PR02807,2025-01-14,77,Delivered
O10268,C0414,PR00667,2024-01-19,5,Cancelled
O10269,C1730,PR01839,2024-10-02,99,Shipped
O10270,C1569,PR02490,2023-09-11,46,Cancelled
O10271,C1767,PR01632,2023-03-24,51,Shipped
O10272,C0878,PR02832,2022-08-11,27,Pending
O10273,C0915,PR00955,2023-04-01,67,Pending
O10274,C0690,PR02467,2023-06-04,60,Shipped
O10275,C0197,PR01103,2024-02-08,8,Cancelled
O10276,C1633,PR00693,2025-02-18,92,Shipped
O10277,C0854,PR02550,2023-03-31,38,Cancelled
O10278,C0508,PR02602,2024-09-12,53,Cancelled
O10279,C1369,PR01126,2024-10-06,7,Delivered
O10280,C0558,PR01958,2024-03-21,81,Shipped
O10281,C0693,PR00218,2024-04-28,93,Shipped
O10282,C0579,PR00241,2024-06-07,62,Shipped
O10283,C1435,PR01386,2024-01-10,61,Delivered
O10284,C0101,PR01120,2024-11-15,60,Delivered
O10285,C0536,PR02081,2024-06-15,20,Delivered
O10286,C1450,PR01638,2024-04-04,24,Delivered
O10287,C1821,PR01798,2024-12-28,77,Shipped
O10288,C0443,PR00479,2025-01-09,64,Shipped
O10289,C1149,PR02106,2025-01-31,68,Shipped
O10290,C0083,PR01589,2024-12-22,14,Cancelled
O10291,C1634,PR01840,2025-05-02,23,Cancelled
O10292,C0376,PR02039,2023-03-31,79,Cancelled
O10293,C0167,PR00832,2024-01-16,5,Cancelled
O10294,C1449,PR00494,2023-06-13,37,Cancelled
O10295,C0398,PR00393,2025-01-28,98,Shipped
O10296,C1436,PR02559,2023-10-10,19,Delivered
O10297,C0911,PR00691,2023-06-03,97,Shipped
O10298,C1462,PR01911,2025-05-06,83,Delivered
O10299,C1395,PR02995,2025-05-25,18,Shipped
O10300,C1719,PR00935,2023-09-05,74,Shipped
O10301,C1240,PR02435,2025-05-27,19,Shipped
O10302,C0396,PR00124,2025-03-02,53,Shipped
O10303,C1861,PR02030,2025-05-21,3,Delivered
O10304,C1070,PR00964,2023-12-31,14,Delivered
O10305,C1153,PR00962,2023-01-08,21,Pending
O10306,C0365,PR02021,2024-11-26,98,Cancelled
O10307,C1764,PR01649,2025-01-12,26,Cancelled
O10308,C0567,PR01406,2024-09-22,44,Pending
O10309,C1118,PR01312,2022-09-17,41,Cancelled
O10310,C1200,PR01208,2023-02-14,70,Shipped
O10311,C1590,PR02917,2025-03-29,16,Shipped
O10312,C0957,PR00431,2023-07-09,69,Cancelled
O10313,C0662,PR00110,2022-09-27,49,Delivered
O10314,C1179,PR00455,2023-05-30,98,Cancelled
O10315,C1150,PR00602,2024-11-02,48,Cancelled
O10316,C1471,PR02980,2024-08-08,44,Pending
O10317,C1078,PR01615,2024-04-07,91,Shipped
O10318,C1710,PR01790,2022-11-24,12,Pending
O10319,C1344,PR02001,2023-06-06,72,Pending
O10320,C0879,PR02504,2022-12-13,49,Pending
O10321,C0065,PR00998,2023-03-19,1,Delivered
O10322,C0699,PR00078,2024-06-11,26,Delivered
O10323,C0478,PR00868,2023-03-22,88,Delivered
O10324,C1854,PR02168,2025-01-28,91,Delivered
O10325,C1536,PR02926,2024-06-09,23,Delivered
O10326,C0933,PR02000,2023-04-11,59,Delivered
O10327,C1203,PR00976,2022-08-07,66,Pending
O10328,C0603,PR00596,2024-04-16,55,Pending
O10329,C1710,PR01332,2023-06-25,21,Cancelled
O10330,C0425,PR00648,2023-06-06,100,Delivered
O10331,C0197,PR00453,2022-10-08,89,Delivered
O10332,C1550,PR00418,2024-10-20,30,Delivered
O10333,C1229,PR01385,2024-11-08,70,Pending
O10334,C1870,PR00768,2024-03-29,66,Pending
O10335,C1794,PR01950,2025-05-21,82,Delivered
O10336,C0093,PR00206,2024-07-23,97,Pending
O10337,C0864,PR00155,2024-09-16,89,Pending
O10338,C1340,PR01512,2023-04-09,55,Shipped
O10339,C1029,PR02966,2023-07-12,63,Delivered
O10340,C0999,PR01353,2025-02-23,89,Cancelled
O10341,C0457,PR01256,2022-12-13,89,Pending
O10342,C1707,PR01393,2023-05-22,21,Delivered
O10343,C0052,PR00247,2023-08-15,32,Delivered
O10344,C0108,PR00210,2022-10-09,28,Shipped
O10345,C0541,PR02297,2022-09-11,13,Pending
O10346,C0225,PR02657,2022-11-11,62,Pending
O10347,C0579,PR00491,2024-04-30,3,Delivered
O10348,C0763,PR01781,2023-02-11,27,Pending
O10349,C0779,PR01765,2025-06-09,29,Delivered
O10350,C0882,PR01901,2024-12-10,85,Cancelled
O10351,C0949,PR02168,2023-02-15,71,Pending
O10352,C0842,PR00720,2023-03-30,98,Cancelled
O10353,C0808,PR02701,2024-10-04,67,Pending
O10354,C1658,PR00669,2023-07-05,46,Cancelled
O10355,C0865,PR01985,2023-04-14,94,Cancelled
O10356,C1936,PR01211,2023-06-16,67,Pending
O10357,C1130,PR00595,2025-05-05,76,Cancelled
O10358,C1320,PR01775,2025-03-04,73,Shipped
O10359,C1104,PR01282,2025-06-03,89,Delivered
O10360,C0432,PR00380,2024-11-05,100,Cancelled
O10361,C0046,PR01844,2024-08-28,59,Cancelled
O10362,C0818,PR01054,2024-03-20,79,Shipped
O10363,C1764,PR00294,2025-02-26,100,Delivered
O10364,C1607,PR02255,2025-04-16,78,Pending
O10365,C0523,PR01603,2023-06-10,71,Delivered
O10366,C1531,PR02323,2022-08-23,81,Delivered
O10367,C1884,PR01639,2023-11-26,78,Pending
O10368,C1909,PR00318,2023-04-30,14,Pending
O10369,C1076,PR02852,2023-10-06,78,Pending
O10370,C1292,PR00320,2022-07-16,42,Shipped
O10371,C0616,PR00189,2022-12-20,55,Delivered
O10372,C1712,PR02162,2024-07-16,80,Shipped
O10373,C1610,PR02068,2023-11-12,28,Cancelled
O10374,C1860,PR00282,2023-02-13,60,Pending
O10375,C1115,PR01720,2025-02-23,62,Delivered
O10376,C1980,PR00239,2025-04-25,70,Pending
O10377,C1826,PR01481,2024-04-05,15,Cancelled
O10378,C1369,PR02016,2022-07-09,9,Delivered
O10379,C0335,PR00262,2025-02-21,95,Shipped
O10380,C1598,PR02651,2025-02-25,88,Shipped
O10381,C1412,PR02847,2023-10-25,88,Pending
O10382,C1505,PR01690,2023-01-05,34,Cancelled
O10383,C1711,PR01787,2024-11-26,37,Cancelled
O10384,C0770,PR02571,2024-01-12,50,Delivered
O10385,C0218,PR01138,2024-10-31,5,Cancelled
O10386,C0340,PR02571,2023-11-28,19,Pending
O10387,C0035,PR01518,2024-12-26,86,Shipped
O10388,C0364,PR00904,2022-09-01,46,Cancelled
O10389,C1808,PR02479,2022-11-04,8,Shipped
O10390,C0433,PR01785,2025-06-08,33,Delivered
O10391,C0269,PR00322,2024-05-19,15,Shipped
O10392,C0156,PR02973,2022-12-23,28,Shipped
O10393,C0210,PR02345,2024-04-17,69,Shipped
O10394,C1278,PR02123,2025-06-03,31,Shipped
O10395,C1377,PR00065,2024-04-08,75,Cancelled
O10396,C0524,PR00137,2023-09-02,99,Delivered
O10397,C0837,PR01003,2024-09-12,99,Shipped
O10398,C0359,PR02097,2023-11-03,19,Pending
O10399,C0864,PR02828,2024-09-18,86,Pending
O10400,C1063,PR01010,2024-03-05,64,Delivered
O10401,C1877,PR00632,2024-08-14,65,Shipped
O10402,C1622,PR01935,2023-09-11,85,Delivered
O10403,C0093,PR02567,2023-04-16,73,Delivered
O10404,C0630,PR00992,2024-10-09,37,Shipped
O10405,C0982,PR01810,2023-06-13,61,Pending
O10406,C0203,PR00813,2022-12-23,4,Delivered
O10407,C1115,PR01288,2023-12-05,66,Shipped
O10408,C0853,PR00613,2023-06-12,42,Pending
O10409,C1466,PR00467,2024-08-12,19,Shipped
O10410,C0311,PR02032,2025-02-10,21,Cancelled
O10411,C0463,PR00374,2022-08-26,47,Pending
O10412,C0621,PR02959,2024-10-14,59,Cancelled
O10413,C0544,PR01622,2023-08-10,77,Pending
O10414,C0016,PR01358,2023-06-02,19,Delivered
O10415,C0490,PR01036,2023-01-01,6,Delivered
O10416,C0119,PR00693,2023-04-14,29,Shipped
O10417,C1234,PR02020,2024-05-07,97,Pending
O10418,C1955,PR02612,2025-04-28,72,Cancelled
O10419,C1315,PR00859,2025-03-14,19,Shipped
O10420,C1087,PR01372,2023-02-06,47,Pending
O10421,C1321,PR02288,2023-02-11,10,Pending
O10422,C0861,PR01521,2024-01-23,33,Pending
O10423,C0893,PR00265,2023-02-18,82,Cancelled
O10424,C1524,PR01096,2023-05-28,97,Shipped
O10425,C1336,PR00592,2023-05-02,8,Delivered
O10426,C0645,PR01831,2025-02-18,30,Delivered
O10427,C1355,PR00835,2022-10-06,51,Cancelled
O10428,C0242,PR00733,2023-03-02,26,Delivered
O10429,C1754,PR02185,2024-12-30,76,Shipped
O10430,C1860,PR02769,2023-02-12,7,Shipped
O10431,C0098,PR02398,2022-12-17,69,Shipped
O10432,C1759,PR00364,2022-06-26,34,Shipped
O10433,C0475,PR01838,2023-10-05,92,Pending
O10434,C0736,PR01881,2023-12-02,90,Shipped
O10435,C1710,PR02807,2024-04-13,13,Delivered
O10436,C0698,PR02991,2025-04-22,28,Shipped
O10437,C0440,PR01782,2025-01-25,78,Shipped
O10438,C1724,PR02791,2024-03-09,84,Cancelled
O10439,C0657,PR00581,2025-01-01,20,Cancelled
O10440,C1601,PR01094,2023-01-02,19,Cancelled
O10441,C0629,PR02893,2024-08-06,47,Delivered
O10442,C1812,PR00746,2024-12-12,73,Delivered
O10443,C0651,PR00007,2024-10-10,7,Shipped
O10444,C1426,PR00158,2024-09-02,92,Delivered
O10445,C1382,PR02690,2024-06-29,47,Shipped
O10446,C1752,PR01140,2022-07-13,64,Shipped
O10447,C0596,PR02521,2023-04-02,82,Cancelled
O10448,C0163,PR01792,2024-01-15,25,Pending
O10449,C0712,PR01910,2023-07-25,8,Cancelled
O10450,C1669,PR02199,2022-09-30,32,Shipped
O10451,C0547,PR02994,2023-09-08,84,Shipped
O10452,C0960,PR02979,2023-05-29,56,Cancelled
O10453,C1684,PR01098,2022-11-05,84,Cancelled
O10454,C0491,PR01177,2023-05-22,21,Cancelled
O10455,C1380,PR01425,2024-03-14,28,Shipped
O10456,C1492,PR00243,2025-06-06,17,Pending
O10457,C0583,PR01815,2024-04-30,82,Pending
O10458,C0210,PR02867,2024-03-10,61,Shipped
O10459,C0157,PR02149,2024-11-16,17,Pending
O10460,C0500,PR02839,2024-03-07,52,Delivered
O10461,C0177,PR02039,2024-09-11,59,Shipped
O10462,C1639,PR01281,2025-04-17,53,Pending
O10463,C0297,PR02433,2023-11-08,6,Delivered
O10464,C1853,PR00771,2023-12-11,55,Delivered
O10465,C0927,PR01760,2023-07-23,4,Cancelled
O10466,C0697,PR02491,2023-11-10,30,Cancelled
O10467,C1179,PR01679,2024-01-19,56,Cancelled
O10468,C0477,PR02126,2023-02-28,36,Cancelled
O10469,C1577,PR01705,2024-10-25,54,Shipped
O10470,C1372,PR02251,2024-04-16,14,Pending
O10471,C1197,PR00406,2022-08-29,40,Shipped
O10472,C0314,PR00139,2022-10-17,22,Shipped
O10473,C0511,PR00022,2022-06-19,30,Cancelled
O10474,C0931,PR02288,2022-12-03,66,Delivered
O10475,C0840,PR02989,2024-01-15,91,Cancelled
O10476,C1929,PR01003,2023-04-09,51,Pending
O10477,C0709,PR00356,2023-02-11,25,Cancelled
O10478,C0424,PR02033,2024-11-13,13,Pending
O10479,C0345,PR00237,2023-08-26,83,Pending
O10480,C0148,PR00912,2023-07-24,32,Pending
O10481,C1045,PR00623,2025-03-26,4,Pending
O10482,C1834,PR00512,2024-05-25,34,Cancelled
O10483,C0136,PR00341,2023-11-17,80,Shipped
O10484,C1554,PR02871,2022-10-22,45,Pending
O10485,C0095,PR01326,2022-07-06,33,Pending
O10486,C1526,PR02147,2024-12-18,16,Cancelled
O10487,C0411,PR01444,2025-05-14,62,Delivered
O10488,C0355,PR00805,2022-08-22,3,Pending
O10489,C0895,PR00042,2022-10-02,29,Pending
O10490,C1245,PR02682,2023-07-28,99,Shipped
O10491,C1606,PR01910,2025-01-23,35,Cancelled
O10492,C1430,PR02178,2024-07-12,98,Pending
O10493,C1820,PR02258,2024-08-13,37,Shipped
O10494,C1005,PR02832,2024-10-02,77,Delivered
O10495,C0426,PR00713,2023-09-12,19,Delivered
O10496,C1042,PR01836,2024-03-02,24,Pending
O10497,C1906,PR01820,2024-04-28,73,Pending
O10498,C1005,PR01206,2024-07-10,87,Cancelled
O10499,C0919,PR00566,2025-04-24,89,Delivered
O10500,C0026,PR02489,2024-01-19,40,Cancelled
O10501,C0518,PR00338,2023-10-05,8,Cancelled
O10502,C0128,PR01142,2024-07-31,87,Delivered
O10503,C1964,PR01439,2023-03-29,28,Pending
O10504,C1176,PR01264,2024-04-22,91,Shipped
O10505,C0101,PR00017,2025-06-07,82,Cancelled
O10506,C1787,PR02699,2024-12-26,91,Shipped
O10507,C1708,PR01514,2022-10-19,67,Pending
O10508,C0524,PR00338,2024-03-04,92,Delivered
O10509,C1604,PR01113,2022-11-21,75,Pending
O10510,C0933,PR01233,2023-03-18,30,Shipped
O10511,C0688,PR01091,2023-07-01,50,Cancelled
O10512,C0782,PR02373,2024-01-04,89,Shipped
O10513,C1732,PR02814,2025-03-05,47,Delivered
O10514,C1171,PR01754,2025-04-25,76,Cancelled
O10515,C1075,PR02462,2022-07-27,13,Pending
O10516,C0741,PR00542,2022-12-01,12,Pending
