shipmentID,orderID,shipDate,deliveryDate,carrier,status
SH20030,O11965,2025-04-23,2025-04-23,Barton and Sons,In Transit
SH20031,O11680,2025-03-06,2025-03-06,Carey-Solomon,In Transit
SH20032,O14225,2023-06-24,2023-06-24,"Rhodes, Solomon and Gonzales",Delayed
SH20033,O11342,2024-03-18,2024-03-18,Acosta and Sons,In Transit
SH20034,O14183,2024-02-27,2024-02-27,Mcbride and Sons,Lost
SH20035,O12003,2024-10-13,2024-10-13,Atkinson PLC,Delayed
SH20036,O17978,2025-05-01,2025-05-01,Hart Inc,Lost
SH20037,O11072,2025-01-10,,"Henderson, Taylor and Vincent",Delayed
SH20038,O16076,2024-05-03,2024-05-03,"King, Conway and Barnes",Delivered
SH20039,O14743,2025-01-15,2025-01-15,Robinson-Hunt,Lost
SH20040,O17649,2024-07-16,2024-07-16,Bridges PLC,Delivered
SH20041,O16798,2024-12-16,2024-12-16,Smith PLC,Delayed
SH20042,O10981,2023-09-09,2023-09-09,Perez-Hanson,In Transit
SH20043,O12945,2024-09-23,2024-09-23,"Landry, Gray and Rodriguez",Lost
SH20044,O11696,2024-03-25,2024-03-25,Scott LLC,Delivered
SH20045,O13730,2025-01-25,2025-01-25,Smith PLC,Delivered
SH20046,O11476,2024-06-20,2024-06-20,Mccann-Choi,Lost
SH20047,O15190,2024-04-15,2024-04-15,"Williams, Dudley and Carroll",Delayed
SH20048,O12935,2023-12-05,2023-12-05,Goodman-Watson,Delivered
SH20049,O17505,2024-02-23,2024-02-23,Moody Group,Delayed
SH20050,O15135,2024-06-23,2024-06-23,Baker Group,In Transit
SH20051,O13415,2025-03-30,2025-03-30,May LLC,In Transit
SH20052,O17934,2023-10-27,2023-10-27,Harrison Ltd,Delayed
SH20053,O13266,2024-06-12,2024-06-12,Rogers LLC,Lost
SH20054,O13934,2025-04-21,2025-04-21,"Campbell, Schroeder and Cole",In Transit
SH20055,O17023,2024-05-06,2024-05-06,Dudley PLC,Lost
SH20056,O12843,2025-01-25,,Cameron-Duncan,Delivered
SH20057,O11680,2025-02-05,2025-02-05,"Gonzalez, Clark and Wagner",Lost
SH20058,O11733,2024-06-20,2024-06-20,Whitney and Sons,In Transit
SH20059,O14445,2024-11-21,2024-11-21,Williams-Brown,Lost
SH20060,O15726,2025-06-15,2025-06-15,Clark-Mejia,Delivered
SH20061,O15348,2025-01-28,2025-01-28,Mcneil Group,Delayed
SH20062,O10326,2023-07-11,2023-07-11,Black Ltd,Delivered
SH20063,O13031,2024-02-16,,"Roberts, Boyle and Foley",Lost
SH20064,O13665,2025-06-07,,Silva LLC,In Transit
SH20065,O13224,2024-10-31,2024-10-31,Frank-Martin,Lost
SH20066,O17187,2024-12-08,,"Wolfe, Chapman and Watkins",Delivered
SH20067,O17672,2024-07-06,2024-07-06,Gray PLC,Delayed
SH20068,O10812,2024-08-09,2024-08-09,"Matthews, Young and Nichols",Lost
SH20069,O12044,2023-07-22,,Williams Group,In Transit
SH20070,O11888,2024-08-21,2024-08-21,"Alexander, Lopez and Villa",Delayed
SH20071,O13959,2024-06-07,2024-06-07,"Carlson, Chung and Gilmore",Delivered
SH20072,O11093,2023-06-21,2023-06-21,Flores-Williams,In Transit
SH20073,O12854,2025-05-21,2025-05-21,Gonzalez-Smith,Lost
SH20074,O10871,2025-03-14,,Jones-Phillips,In Transit
SH20075,O13496,2024-05-19,2024-05-19,"Martin, Powers and Hall",Lost
SH20076,O10085,2024-08-20,2024-08-20,"Gilmore, Turner and Burgess",Delivered
SH20077,O12619,2023-12-06,2023-12-06,Leonard-Cooper,In Transit
SH20078,O16912,2025-02-04,2025-02-04,Levine-Kirby,Lost
SH20079,O14758,2023-06-30,2023-06-30,Patterson-Pacheco,In Transit
SH20080,O17937,2024-07-18,2024-07-18,"Wagner, Jenkins and Casey",Delayed
SH20081,O10326,2024-12-04,2024-12-04,Mills-Ross,Delivered
SH20082,O14671,2024-01-23,,Sims and Sons,In Transit
SH20083,O12930,2024-04-03,2024-04-03,"Hanson, Poole and Baker",In Transit
SH20084,O13628,2023-11-21,2023-11-21,Boyd-Smith,Delayed
SH20085,O17648,2023-10-25,,Owens Ltd,Lost
SH20086,O13413,2025-02-16,2025-02-16,"Gates, Mcdaniel and Monroe",Delivered
SH20087,O11945,2023-11-29,,Hayes-Green,Delivered
SH20088,O11934,2024-03-23,2024-03-23,"Ross, Smith and Walker",In Transit
SH20089,O14846,2024-03-31,2024-03-31,"Becker, Coleman and Whitehead",In Transit
SH20090,O10991,2025-04-24,2025-04-24,Lee and Sons,In Transit
SH20091,O14655,2023-07-05,,"Lopez, Green and Myers",Delayed
SH20092,O17323,2025-04-01,2025-04-01,Walters and Sons,In Transit
SH20093,O17795,2025-05-18,2025-05-18,Ruiz-Pacheco,Lost
SH20094,O11750,2023-06-22,2023-06-22,"Harper, Wood and Strickland",Delayed
SH20095,O10412,2023-10-27,2023-10-27,Rose-Hawkins,Delayed
SH20096,O13073,2024-08-14,,Anderson-Wilcox,Lost
SH20097,O16110,2024-02-23,2024-02-23,Smith and Sons,Delivered
SH20098,O11346,2023-08-14,2023-08-14,Moore-Jackson,Delivered
SH20099,O15369,2025-05-19,,Smith PLC,Delayed
SH20100,O14431,2024-07-21,2024-07-21,"Williams, Robinson and Rivers",In Transit
SH20101,O12240,2023-10-09,2023-10-09,Clark-Fuller,Delivered
SH20102,O14941,2025-01-29,,Fisher and Sons,Lost
SH20103,O11134,2024-05-27,2024-05-27,Lee and Sons,Delayed
SH20104,O11833,2023-11-29,2023-11-29,"Smith, Bullock and Walker",Delayed
SH20105,O14931,2024-11-16,2024-11-16,"Farrell, Dunn and Hart",Delayed
SH20106,O15350,2025-06-07,2025-06-07,Ellis Inc,Delivered
SH20107,O13423,2023-08-28,2023-08-28,Larson-Harris,In Transit
SH20108,O10734,2023-07-08,2023-07-08,Martinez-Spencer,Delivered
SH20109,O16480,2023-12-18,2023-12-18,Doyle-Edwards,In Transit
SH20110,O16856,2024-02-14,2024-02-14,"Miller, Newton and Green",Lost
SH20111,O15363,2023-11-25,2023-11-25,Thompson Group,Lost
SH20112,O17871,2023-12-30,2023-12-30,"Moore, Parker and Klein",Delayed
SH20113,O15001,2024-09-26,2024-09-26,Woods Group,Delivered
SH20114,O11205,2025-04-17,2025-04-17,Christian LLC,Delivered
SH20115,O12387,2024-12-25,2024-12-25,"Harris, Williams and Welch",In Transit
SH20116,O17905,2024-11-15,,Barry-Graham,In Transit
SH20117,O12969,2023-10-16,,Strickland Ltd,Delayed
SH20118,O13979,2024-10-18,2024-10-18,"Vaughan, Stone and Morales",Delayed
SH20119,O12824,2023-12-28,,Vaughn and Sons,Lost
SH20120,O13388,2024-08-15,2024-08-15,"Mccormick, Boyd and Montgomery",Delayed
SH20121,O14950,2023-12-25,2023-12-25,Silva-Snow,In Transit
SH20122,O16089,2025-01-16,2025-01-16,Ferrell-Park,Lost
SH20123,O11455,2024-11-20,2024-11-20,Hudson Group,Delivered
SH20124,O12825,2024-09-15,2024-09-15,Johnson PLC,In Transit
SH20125,O17789,2024-03-30,2024-03-30,Spencer-Shaffer,Delayed
SH20126,O15680,2025-01-03,,"Smith, Wilson and Winters",In Transit
SH20127,O11042,2023-11-02,2023-11-02,Mitchell Group,Delayed
SH20128,O17181,2024-02-08,2024-02-08,"Reed, Wolf and Spencer",Delivered
SH20129,O16227,2024-11-09,2024-11-09,"Mendoza, Schneider and Smith",Delayed
SH20130,O17996,2023-10-17,2023-10-17,"Lara, Stewart and Smith",Lost
SH20131,O15426,2023-07-07,2023-07-07,Esparza-Coffey,Delayed
SH20132,O10516,2024-01-27,,"Smith, Hood and Green",Delayed
SH20133,O15279,2025-01-09,,Norton Group,Delayed
SH20134,O12800,2024-10-24,2024-10-24,Stewart-Larsen,Delayed
SH20135,O16967,2024-01-23,2024-01-23,"Mcguire, Campbell and Johnson",Lost
SH20136,O11822,2023-12-06,2023-12-06,Serrano Ltd,Delayed
SH20137,O16154,2023-08-27,,Bell and Sons,Delivered
SH20138,O12541,2024-03-07,,"Vazquez, Cruz and Best",Delayed
SH20139,O12764,2024-04-28,2024-04-28,Gonzalez Group,In Transit
SH20140,O11109,2024-12-17,2024-12-17,Hamilton-Reynolds,Delayed
SH20141,O13270,2024-09-13,2024-09-13,"Romero, Schroeder and Morris",Delivered
SH20142,O13783,2025-05-24,2025-05-24,Krueger-Cox,Lost
SH20143,O17904,2023-07-24,,Mills-Sanchez,Delivered
SH20144,O13280,2024-11-17,2024-11-17,Brown and Sons,Delayed
SH20145,O15296,2024-11-10,2024-11-10,Jensen Group,In Transit
SH20146,O16863,2023-07-30,2023-07-30,Bailey-Bender,Lost
SH20147,O14937,2024-06-01,2024-06-01,"Anderson, Smith and Williams",Delayed
SH20148,O14562,2024-09-12,2024-09-12,Lawrence-Chang,Lost
SH20149,O13567,2024-01-24,2024-01-24,Flores Group,Lost
SH20150,O13988,2024-03-24,2024-03-24,"Bryant, Burgess and Wang",Delivered
SH20151,O15669,2023-07-02,2023-07-02,Jones-Strickland,In Transit
SH20152,O15474,2025-02-07,2025-02-07,Clark LLC,Delivered
SH20153,O12978,2023-08-11,2023-08-11,White and Sons,Delivered
SH20154,O15632,2024-03-30,2024-03-30,"Williams, Shah and Shelton",Delayed
SH20155,O16023,2025-02-10,2025-02-10,"Baldwin, Bennett and Riggs",Delayed
SH20156,O12138,2024-07-27,2024-07-27,Lee-Weaver,Lost
SH20157,O15082,2023-12-09,2023-12-09,"Holt, Cantu and Lee",In Transit
SH20158,O14064,2025-06-07,,Gilmore-Martin,Lost
SH20159,O14211,2023-10-30,,"Elliott, Brown and Price",Delayed
SH20160,O16757,2024-07-22,2024-07-22,Cobb-Larson,Lost
SH20161,O15949,2025-03-09,2025-03-09,Dixon-Pierce,In Transit
SH20162,O12122,2023-08-26,2023-08-26,"Gutierrez, Hernandez and Valdez",Lost
SH20163,O14561,2025-03-13,2025-03-13,"Ross, Williams and Marquez",Delivered
SH20164,O10519,2024-10-04,,Baker-Glover,In Transit
SH20165,O15883,2024-08-28,,Jones-Spencer,Delayed
SH20166,O17656,2023-10-06,2023-10-06,Smith-West,Delayed
SH20167,O15942,2025-05-12,2025-05-12,Ibarra-Montgomery,Delayed
SH20168,O13975,2023-10-27,2023-10-27,Nichols-Roberts,Delivered
SH20169,O13016,2024-05-18,2024-05-18,Hunt Inc,In Transit
SH20170,O14415,2025-04-29,2025-04-29,"Case, Pearson and Rangel",Delivered
SH20171,O10769,2025-03-20,2025-03-20,Santiago Group,In Transit
SH20172,O11210,2024-06-07,,Johnson-Nguyen,Lost
SH20173,O13343,2024-05-31,2024-05-31,Williams-Goodwin,In Transit
SH20174,O17498,2023-06-21,2023-06-21,"Rice, Webb and Peterson",Delayed
SH20175,O14061,2025-01-27,,"Preston, Weaver and Patrick",Delayed
SH20176,O16990,2023-09-22,,Bailey LLC,Delayed
SH20177,O14966,2023-10-23,2023-10-23,"Hunt, Mccormick and Arroyo",Lost
SH20178,O10464,2024-01-25,,"Sims, Morales and Jones",Delayed
SH20179,O11886,2024-07-22,2024-07-22,Martinez-Williams,Delivered
SH20180,O17023,2024-12-30,2024-12-30,"Wagner, Snyder and Ross",Delayed
SH20181,O11593,2024-01-16,,"Hunter, King and Sanchez",In Transit
SH20182,O12780,2025-04-19,2025-04-19,Munoz-Moore,In Transit
SH20183,O17189,2023-09-25,2023-09-25,Rodriguez and Sons,In Transit
SH20184,O12898,2024-04-08,2024-04-08,"Larsen, Williams and Powell",Lost
SH20185,O12585,2024-10-02,2024-10-02,Lane PLC,Delayed
SH20186,O16869,2023-12-02,2023-12-02,Alexander-Mcdaniel,Lost
SH20187,O12610,2024-07-03,,"Johnson, Rivas and White",Delivered
SH20188,O16592,2025-03-11,,Foster-Martin,In Transit
SH20189,O17885,2025-06-07,,Cruz and Sons,Delayed
SH20190,O17356,2024-06-16,,Douglas-Pena,Delayed
SH20191,O11152,2024-05-07,2024-05-07,"Dalton, Travis and Bond",In Transit
SH20192,O10053,2024-02-23,2024-02-23,Roberts-Perkins,In Transit
SH20193,O15433,2024-11-09,,"Jimenez, Baird and Parker",Delayed
SH20194,O11341,2024-09-05,2024-09-05,"Simmons, Hudson and Atkinson",Delayed
SH20195,O17522,2024-02-22,2024-02-22,Avery-Hernandez,In Transit
SH20196,O14203,2025-02-24,2025-02-24,Thompson Inc,Delayed
SH20197,O13588,2024-07-09,2024-07-09,Miller Ltd,Delivered
SH20198,O11662,2024-11-12,2024-11-12,"Smith, Lewis and White",Lost
SH20199,O13425,2024-06-29,,Cohen Inc,Delivered
SH20200,O10866,2024-04-11,2024-04-11,Perkins-Garcia,In Transit
SH20201,O11152,2024-04-17,2024-04-17,"Scott, Miller and Barnett",Delivered
SH20202,O14221,2023-11-30,2023-11-30,Schwartz Group,Delivered
SH20203,O15577,2023-09-25,2023-09-25,Zimmerman Ltd,Delivered
SH20204,O13535,2024-09-21,2024-09-21,Harper Group,Lost
SH20205,O13630,2024-04-19,2024-04-19,"Farley, Jordan and Munoz",Delayed
SH20206,O16313,2024-03-28,2024-03-28,"Shields, French and Garcia",Delayed
SH20207,O16388,2025-04-11,,"Gardner, Simmons and Taylor",Lost
SH20208,O14984,2024-05-01,2024-05-01,Reyes-Dunn,Delivered
SH20209,O16313,2023-08-24,2023-08-24,"Smith, Morse and Powers",Lost
SH20210,O17514,2024-10-08,2024-10-08,White-Grant,Lost
SH20211,O10011,2025-01-16,2025-01-16,Perry PLC,In Transit
SH20212,O16405,2024-09-15,2024-09-15,"Mejia, Mills and Torres",Lost
SH20213,O13658,2024-02-09,2024-02-09,"Stewart, Bishop and Medina",Lost
SH20214,O17486,2023-11-20,,"Clark, Chapman and King",In Transit
SH20215,O16110,2024-03-04,,"Allen, Aguilar and Lewis",Lost
SH20216,O10855,2025-03-11,2025-03-11,"Williams, Reynolds and Lewis",Lost
SH20217,O12746,2024-09-30,2024-09-30,"Moore, Smith and Bernard",In Transit
SH20218,O17677,2025-05-08,2025-05-08,Hayes LLC,Delayed
SH20219,O14838,2025-04-05,2025-04-05,Rivera-Reed,Delivered
SH20220,O15093,2024-12-14,2024-12-14,Parker-Brown,Delayed
SH20221,O17049,2024-01-05,2024-01-05,Davis Inc,Delayed
SH20222,O16353,2024-10-16,2024-10-16,Simpson Group,Lost
SH20223,O16994,2024-09-22,2024-09-22,Young-Farley,Delayed
SH20224,O17041,2023-06-26,2023-06-26,"Reed, Harris and Johnson",Lost
SH20225,O10054,2025-03-31,2025-03-31,"Thompson, White and Gomez",Delivered
SH20226,O12418,2024-02-24,2024-02-24,Robinson-Villa,In Transit
SH20227,O13535,2024-06-16,2024-06-16,Cole PLC,In Transit
SH20228,O12273,2023-07-27,2023-07-27,"Clark, Gonzalez and Mayo",Delivered
SH20229,O13285,2025-03-21,2025-03-21,Nelson-Howe,In Transit
SH20230,O15297,2024-10-03,2024-10-03,"Smith, Daniel and Ramirez",In Transit
SH20231,O12462,2024-03-12,,Rosales-Guerra,Lost
SH20232,O15759,2025-06-09,,Wood and Sons,Lost
SH20233,O14530,2023-11-26,2023-11-26,Mack-Price,Lost
SH20234,O17835,2024-09-06,2024-09-06,"Farley, Williams and Holmes",In Transit
SH20235,O15811,2023-11-27,2023-11-27,Kirby-Mcneil,In Transit
SH20236,O13277,2025-04-25,,Fletcher-Wall,Delivered
SH20237,O11344,2024-06-12,2024-06-12,"Hinton, Mendez and Bryant",Delivered
SH20238,O14414,2024-01-29,2024-01-29,Harmon Ltd,In Transit
SH20239,O15389,2024-12-02,2024-12-02,"Weaver, Guzman and Brown",Delayed
SH20240,O10281,2023-11-25,2023-11-25,Thomas-Cochran,Lost
SH20241,O15497,2024-12-10,,Perez-Roach,Delivered
SH20242,O16170,2023-10-30,2023-10-30,"Gomez, Cruz and Jimenez",Lost
SH20243,O13694,2024-10-16,2024-10-16,White-Wise,Lost
SH20244,O11510,2023-09-23,,Dean-Rogers,Delivered
SH20245,O12886,2023-10-03,,"Barnes, Proctor and Moore",Delivered
SH20246,O13929,2025-06-09,2025-06-09,Ochoa-Hunt,In Transit
SH20247,O10593,2025-05-09,2025-05-09,"Obrien, Romero and Mccormick",Delayed
SH20248,O14485,2024-05-16,2024-05-16,Jackson PLC,In Transit
SH20249,O15586,2023-10-10,2023-10-10,Wallace-Potter,In Transit
SH20250,O10302,2024-08-07,2024-08-07,"Holmes, Russell and Moore",In Transit
SH20251,O13156,2024-08-12,2024-08-12,Tucker Ltd,Delayed
SH20252,O12994,2024-07-25,2024-07-25,Marquez-Campbell,Delivered
SH20253,O10320,2023-08-24,2023-08-24,Gordon Group,Delayed
SH20254,O13068,2025-06-17,2025-06-17,"Hammond, Benson and Todd",Lost
SH20255,O10407,2025-05-15,2025-05-15,Carrillo Group,Lost
SH20256,O13766,2024-08-23,2024-08-23,Green and Sons,Delayed
SH20257,O13257,2024-07-31,,Ortiz and Sons,Delivered
SH20258,O17993,2024-01-19,2024-01-19,Yang-Weaver,Delivered
SH20259,O13748,2023-07-20,2023-07-20,Ponce-Harper,Delivered
SH20260,O15573,2025-06-08,2025-06-08,"Golden, Riley and Lowe",In Transit
SH20261,O12368,2023-11-22,2023-11-22,Nguyen-Nguyen,In Transit
SH20262,O17103,2024-11-06,,Mack-Clements,Lost
SH20263,O10907,2024-04-27,2024-04-27,"Duncan, Hicks and Lucas",Delivered
SH20264,O13881,2025-01-02,,Knox Group,Lost
SH20265,O16581,2025-05-27,2025-05-27,"Jones, Lee and Marsh",In Transit
SH20266,O16448,2023-09-27,2023-09-27,Schultz Inc,Delivered
SH20267,O14321,2025-01-29,2025-01-29,Pruitt-Vance,Delivered
SH20268,O10114,2023-11-01,2023-11-01,"Perez, Taylor and Griffith",In Transit
SH20269,O12033,2024-02-22,,"Houston, Anderson and Hobbs",Lost
SH20270,O15193,2024-02-28,2024-02-28,Baker-Jimenez,In Transit
SH20271,O17083,2024-04-14,2024-04-14,Gilbert Inc,Delayed
SH20272,O11948,2024-09-12,,"Hall, Grimes and Carson",Lost
SH20273,O12694,2025-04-03,2025-04-03,"Tyler, Hughes and Hubbard",Delivered
SH20274,O12903,2024-05-25,2024-05-25,Gonzalez-Brandt,In Transit
SH20275,O13407,2023-07-04,2023-07-04,Lyons Ltd,Delivered
SH20276,O17112,2024-05-12,2024-05-12,Marquez-Caldwell,Delivered
SH20277,O15197,2024-11-26,2024-11-26,"Weaver, Perez and Hardin",Lost
SH20278,O11413,2023-12-15,2023-12-15,"Yang, Short and Stewart",Delivered
SH20279,O13235,2025-01-10,2025-01-10,Bell PLC,Lost
SH20280,O13847,2024-06-05,2024-06-05,Jenkins-Ramirez,Delayed
SH20281,O16390,2023-06-20,,Green-Harrison,Delayed
SH20282,O15896,2024-08-11,2024-08-11,"Mahoney, Kelly and Wilson",In Transit
SH20283,O11758,2025-06-10,2025-06-10,Martinez PLC,Delayed
SH20284,O15991,2024-01-18,2024-01-18,"Mack, Lane and Clark",Delayed
SH20285,O15487,2024-07-31,2024-07-31,"Walsh, Andrews and Lee",In Transit
SH20286,O16616,2024-01-25,2024-01-25,Santiago-Fernandez,Lost
SH20287,O17848,2024-12-24,,Contreras LLC,Delayed
SH20288,O17763,2023-07-31,2023-07-31,May and Sons,In Transit
SH20289,O13806,2025-01-13,,"Hunter, Gibbs and Henderson",In Transit
SH20290,O17890,2023-07-31,2023-07-31,"Krause, Meadows and Bright",Delayed
SH20291,O13629,2024-01-27,2024-01-27,Brown-Pace,In Transit
SH20292,O14890,2024-09-21,2024-09-21,Graham LLC,Delivered
SH20293,O17828,2024-09-28,2024-09-28,Allen Ltd,In Transit
SH20294,O13419,2023-09-03,2023-09-03,"Velasquez, Johnson and Navarro",Delayed
SH20295,O13317,2023-12-01,2023-12-01,Maldonado-Morrow,Delivered
SH20296,O15110,2024-10-30,2024-10-30,Smith-Macdonald,Delayed
SH20297,O10194,2024-06-14,2024-06-14,"Adkins, Phillips and Fox",Delivered
SH20298,O12333,2024-11-07,2024-11-07,Harrell Ltd,Delivered
SH20299,O13209,2023-12-28,,Tucker-Martinez,Delivered
SH20300,O14740,2024-02-02,,Wade-Houston,Delivered
SH20301,O17752,2024-09-23,2024-09-23,Hill Group,Lost
SH20302,O12368,2025-01-25,2025-01-25,Dudley and Sons,Lost
SH20303,O13488,2024-03-10,2024-03-10,Solis Inc,Delayed
SH20304,O16885,2024-03-20,2024-03-20,Martinez-Patterson,Lost
SH20305,O16227,2023-09-16,2023-09-16,"Morgan, Reynolds and Welch",Lost
SH20306,O11664,2024-02-06,2024-02-06,"Adams, Pollard and Booth",Delayed
SH20307,O13405,2024-03-25,,"Thompson, Benton and Hines",Delivered
SH20308,O12679,2024-12-27,2024-12-27,Anderson LLC,Delayed
SH20309,O12943,2025-02-17,2025-02-17,Munoz-Coleman,Delivered
SH20310,O11755,2024-07-03,2024-07-03,Rivera-Heath,Delayed
SH20311,O10763,2023-08-17,2023-08-17,York PLC,Lost
SH20312,O12223,2023-09-07,,Gutierrez-Smith,Delivered
SH20313,O16713,2023-07-25,2023-07-25,Smith-Rojas,Lost
SH20314,O13491,2024-09-07,2024-09-07,"Holland, Smith and Cooper",Delivered
SH20315,O14139,2023-10-26,,Serrano-Peterson,Delivered
SH20316,O14459,2023-11-04,2023-11-04,"Harris, Stewart and Nguyen",Delivered
SH20317,O11900,2023-11-22,2023-11-22,Williams Inc,Delivered
SH20318,O12146,2023-08-24,2023-08-24,"White, Valencia and Wilson",In Transit
SH20319,O14745,2023-12-11,2023-12-11,"Munoz, Poole and Brooks",In Transit
SH20320,O15240,2023-11-02,,Johnson and Sons,Lost
SH20321,O16313,2025-03-19,2025-03-19,Mclean-Walker,In Transit
SH20322,O17354,2023-08-11,2023-08-11,"Zimmerman, Yu and Weiss",In Transit
SH20323,O12542,2024-10-08,2024-10-08,Deleon LLC,In Transit
SH20324,O16143,2025-02-15,2025-02-15,Robinson-Morgan,Delayed
SH20325,O17823,2023-11-27,,Everett LLC,Delayed
SH20326,O14352,2024-09-01,2024-09-01,"Ward, Nichols and Welch",Lost
SH20327,O13141,2024-11-18,2024-11-18,Roberts-Hoffman,Lost
SH20328,O12990,2023-08-10,2023-08-10,Burgess-Johnson,Delivered
SH20329,O17226,2024-12-31,2024-12-31,"Gordon, Roth and Mcguire",Lost
SH20330,O17841,2024-02-08,2024-02-08,"Brown, Wilson and Burnett",Delivered
SH20331,O17977,2023-10-22,2023-10-22,Brown-Gonzalez,Lost
SH20332,O12185,2025-03-10,,Salas-Johnson,Delivered
SH20333,O14801,2024-12-15,,Reyes-Gillespie,Delayed
SH20334,O17602,2024-05-21,2024-05-21,"Meadows, Robinson and Henderson",Delivered
SH20335,O17931,2023-06-26,2023-06-26,"Norton, Salinas and Kramer",Delivered
SH20336,O12884,2023-10-25,2023-10-25,Lee-Sanchez,Lost
SH20337,O14689,2023-06-29,2023-06-29,Guzman-Charles,In Transit
SH20338,O16220,2025-04-17,,"Perez, Malone and Walsh",Lost
SH20339,O13282,2024-10-20,,"Chen, Logan and Cisneros",In Transit
SH20340,O12581,2025-06-05,2025-06-05,Bullock-Adams,Lost
SH20341,O13015,2023-09-30,2023-09-30,Gonzalez-Johnson,In Transit
SH20342,O16094,2025-03-08,2025-03-08,"Hubbard, Dyer and Hernandez",Lost
SH20343,O12074,2023-11-30,2023-11-30,Simpson-Turner,Lost
SH20344,O12082,2023-10-31,2023-10-31,"Mann, Gomez and Walker",In Transit
SH20345,O13669,2024-09-24,2024-09-24,Moran Inc,Delivered
SH20346,O10107,2023-11-17,2023-11-17,Willis-Reese,Lost
SH20347,O15306,2024-09-23,2024-09-23,Hernandez and Sons,Delivered
SH20348,O14439,2023-10-15,2023-10-15,"Cole, Benitez and Snow",Delivered
SH20349,O15498,2024-06-10,2024-06-10,Martin Group,Lost
SH20350,O15143,2024-07-06,2024-07-06,Dennis-Harris,Delivered
SH20351,O17856,2024-09-23,,"Evans, Russell and Hill",Lost
SH20352,O15534,2023-08-16,,Avery-Gross,Lost
SH20353,O13464,2023-07-12,,"Johnson, Lynch and Townsend",Delayed
SH20354,O11583,2024-06-20,2024-06-20,"Mills, Dennis and Thompson",Delayed
SH20355,O13302,2025-04-24,2025-04-24,Peters PLC,Lost
SH20356,O11554,2023-06-20,2023-06-20,Rodriguez-Conway,Delayed
SH20357,O17825,2023-08-02,,Joyce-Harris,In Transit
SH20358,O11577,2025-05-07,2025-05-07,Ayers-Garcia,Delivered
SH20359,O13196,2023-10-29,,"Haney, Gutierrez and Wilkins",Delivered
SH20360,O16392,2024-12-07,2024-12-07,Singh LLC,In Transit
SH20361,O10848,2024-08-17,2024-08-17,"Moore, Ferrell and Sanders",Lost
SH20362,O17934,2024-01-13,2024-01-13,"Morse, Cole and Thompson",Delayed
SH20363,O10751,2024-10-04,2024-10-04,Price-Flores,Lost
SH20364,O16876,2024-04-09,,Washington-Anderson,Delayed
SH20365,O11398,2024-08-08,2024-08-08,Long Group,Delivered
SH20366,O13174,2024-12-31,2024-12-31,Gutierrez-Wong,Delayed
SH20367,O12884,2025-05-16,2025-05-16,"White, Townsend and Lucero",Lost
SH20368,O13009,2024-06-26,2024-06-26,"Garner, Jacobs and Carpenter",In Transit
SH20369,O12540,2025-06-03,2025-06-03,Dickson-Friedman,Delivered
SH20370,O10631,2024-06-13,,Esparza Group,In Transit
SH20371,O14640,2024-06-21,2024-06-21,"Murray, Jones and Salinas",Lost
SH20372,O12820,2024-12-21,2024-12-21,"Harris, Anderson and Smith",In Transit
