transactionID,accountID,amount,transactionDate,type,description
TX20127,A14086,-3367.33,2024-08-15,Withdrawal,Yeah management place.
TX20128,A11428,-2799.62,2020-11-27,Transfer,Eight already help.
TX20129,A13599,14481.02,2023-11-10,Withdrawal,Cause a fill.
TX20130,A13286,7760.97,2023-11-23,Payment,Produce city.
TX20131,A10902,244.88,2023-11-10,Withdrawal,Tough technology.
TX20132,A14741,-4001.28,2021-12-10,Payment,Alone finish as.
TX20133,A16040,16044.98,2021-10-27,Payment,Plant simple.
TX20134,A12637,10433.18,2021-04-10,Payment,Marriage enough commercial.
TX20135,A17562,14963.18,2023-05-13,Transfer,Child some eye sound.
TX20136,A11869,11286.14,2022-11-25,Deposit,Enough age.
TX20137,A11652,-922.36,2023-09-04,Deposit,Low hope member however.
TX20138,A16653,1366.61,2025-01-29,Transfer,Way who research.
TX20139,A14425,11934.14,2023-12-21,Transfer,Else film single society any.
TX20140,A12762,-2593.16,2025-03-07,Deposit,Increase significant evening join.
TX20141,A15119,16229.83,2023-12-31,Transfer,Impact listen.
TX20142,A12404,11194.95,2024-04-18,Transfer,We data argue artist.
TX20143,A12440,5637.38,2023-11-18,Deposit,Many arrive among.
TX20144,A15736,15775.12,2024-12-29,Transfer,Tv board according lay goal.
TX20145,A12738,16072.83,2023-12-30,Deposit,Could put able.
TX20146,A14817,15920.98,2024-05-15,Transfer,Million professor wind letter probably.
TX20147,A16626,18024.9,2020-10-19,Deposit,I west hair law.
TX20148,A13745,1785.25,2022-12-23,Transfer,Deep popular learn.
TX20149,A14090,-530.82,2023-03-23,Payment,School garden.
TX20150,A13069,5126.65,2023-03-16,Deposit,Reveal feel ago year prepare.
TX20151,A16174,-2189.03,2023-03-29,Payment,Spring woman example example well.
TX20152,A13576,11491.13,2021-12-10,Deposit,Section toward station.
TX20153,A13290,2219.45,2022-01-03,Payment,Current understand eat.
TX20154,A12281,9310.0,2020-12-15,Transfer,Manage heavy then article character.
TX20155,A13262,11061.5,2022-06-17,Deposit,Major place eight so expect.
TX20156,A17605,1597.98,2022-11-24,Withdrawal,Blood power still.
TX20157,A17947,-3632.17,2021-11-27,Deposit,Rise throughout would.
TX20158,A17162,3333.85,2023-04-11,Transfer,Floor their miss remain.
TX20159,A13177,10865.37,2024-04-16,Deposit,Drug American world because never.
TX20160,A10989,5968.43,2021-08-16,Deposit,Admit no white produce.
TX20161,A16022,2441.74,2022-03-03,Withdrawal,Ground care other reason how.
TX20162,A13022,18450.1,2020-11-07,Payment,Control decision feeling magazine.
TX20163,A12142,8043.76,2022-03-31,Payment,A hope example attack.
TX20164,A17319,16307.58,2024-06-16,Deposit,Serious eight draw attack.
TX20165,A15261,17555.45,2020-09-02,Deposit,Have job center old.
TX20166,A10424,8963.89,2022-01-07,Deposit,Statement only enter.
TX20167,A13780,-4006.44,2022-11-28,Deposit,Everyone admit choice though.
TX20168,A15886,4154.22,2025-05-14,Withdrawal,Short assume none.
TX20169,A14581,10262.12,2021-09-30,Payment,Increase town season notice think.
TX20170,A11298,14551.23,2023-08-25,Withdrawal,Behavior into together wear.
TX20171,A16829,5991.94,2021-07-10,Transfer,Thus manage guess election campaign.
TX20172,A11579,-2625.44,2024-01-23,Payment,Sense American.
TX20173,A17085,9903.98,2021-10-05,Deposit,Yourself she everybody.
TX20174,A10200,19592.21,2024-03-18,Transfer,Modern least western.
TX20175,A11948,10229.83,2020-07-10,Withdrawal,Reflect race market arrive.
TX20176,A11464,867.63,2024-06-26,Payment,Pattern a whether everybody.
TX20177,A16231,-4773.47,2020-10-31,Withdrawal,Instead building before nice throughout.
TX20178,A10807,10090.12,2022-12-01,Deposit,Five early simply.
TX20179,A11592,17739.48,2022-06-27,Payment,Decide opportunity statement.
TX20180,A16079,-1268.46,2024-07-04,Deposit,Course what nor usually.
TX20181,A10115,-604.55,2023-07-11,Deposit,Cold none focus.
TX20182,A10012,14661.13,2023-11-24,Payment,Bad yard interest personal.
TX20183,A12619,11252.24,2025-05-12,Payment,Also challenge chance huge.
TX20184,A17715,16368.39,2024-04-27,Deposit,Place my free protect kid.
TX20185,A13487,-1493.8,2023-03-10,Withdrawal,Ready force.
TX20186,A17771,16964.09,2022-10-26,Withdrawal,Star their fly marriage.
TX20187,A11901,12133.69,2021-12-06,Withdrawal,Leave book blue.
TX20188,A12941,4878.71,2021-02-13,Withdrawal,Chair tell somebody.
TX20189,A11910,3754.56,2025-02-25,Transfer,Happy among everything sense.
TX20190,A13910,4458.15,2023-03-25,Withdrawal,Form people pretty economy ok.
TX20191,A11459,953.19,2022-03-01,Payment,Case day trouble activity.
TX20192,A13095,-628.28,2021-04-16,Deposit,West five.
TX20193,A12135,19641.15,2022-04-25,Withdrawal,Smile prevent degree.
TX20194,A16859,18364.89,2020-11-07,Deposit,Middle under cup.
TX20195,A17133,-4564.77,2020-11-16,Withdrawal,Study feel lose special large.
TX20196,A13778,3664.04,2021-01-02,Transfer,Number month indicate.
TX20197,A12154,1899.05,2023-09-03,Transfer,Himself kid forget.
TX20198,A11237,7890.4,2025-05-20,Deposit,Head take deal think.
TX20199,A14585,-1603.06,2022-06-20,Payment,Leg clearly recent.
TX20200,A17678,-776.69,2020-08-02,Withdrawal,Break business arm.
TX20201,A15117,19891.57,2023-05-23,Withdrawal,Adult director.
TX20202,A12640,9830.1,2021-02-09,Transfer,Anyone direction over.
TX20203,A17529,1309.11,2020-12-10,Deposit,Only force.
TX20204,A10128,4358.81,2024-11-26,Transfer,Which agent test.
TX20205,A12119,10037.45,2022-04-09,Transfer,Help outside.
TX20206,A13784,2368.59,2024-10-24,Transfer,Decide future rise.
TX20207,A15131,12461.95,2021-07-27,Withdrawal,Hit company ever.
TX20208,A12910,-575.33,2022-07-05,Transfer,Apply parent available fall.
TX20209,A11738,3652.64,2025-01-10,Payment,Toward fish lawyer.
TX20210,A13746,3260.06,2024-06-15,Payment,Run table civil.
TX20211,A12370,18884.94,2024-03-08,Deposit,Evidence animal ability course.
TX20212,A15429,12914.2,2021-03-01,Withdrawal,Moment would group one.
TX20213,A14888,13352.06,2021-03-24,Transfer,Analysis whose name real doctor.
TX20214,A15540,7732.91,2022-06-23,Deposit,Owner office.
TX20215,A12238,3746.94,2021-10-03,Payment,Especially by nice happen eat.
TX20216,A14875,8312.52,2021-07-15,Payment,Billion year official.
TX20217,A15823,19020.0,2024-12-25,Deposit,Different good.
TX20218,A15011,13887.12,2025-01-22,Withdrawal,Hard somebody society.
TX20219,A13771,19072.91,2022-03-28,Transfer,Meeting step doctor.
TX20220,A10559,-3782.01,2023-05-21,Deposit,Skill prove away.
TX20221,A15536,16541.93,2024-05-10,Payment,Get discover ask who.
TX20222,A17955,7869.32,2022-08-09,Deposit,Phone themselves trip get.
TX20223,A15567,19443.9,2022-05-30,Withdrawal,Human maybe.
TX20224,A17424,784.87,2022-08-24,Withdrawal,Cover popular business station.
TX20225,A12718,14752.92,2023-01-16,Withdrawal,Consider book reveal.
TX20226,A15355,6075.51,2023-04-15,Payment,Similar seek life particularly.
TX20227,A11343,13882.88,2022-05-11,Withdrawal,Capital carry professor.
TX20228,A14548,8965.31,2021-09-09,Payment,Opportunity fear thousand.
TX20229,A16311,-2767.17,2023-09-25,Payment,Owner wish guy.
TX20230,A16122,14034.66,2024-02-22,Withdrawal,Sort against.
TX20231,A14099,5073.1,2022-07-09,Deposit,Realize similar news hospital speak.
TX20232,A11660,16893.23,2021-10-16,Transfer,Movement so.
TX20233,A13467,9051.76,2024-08-31,Transfer,Open participant expect return.
TX20234,A16896,3353.08,2021-01-19,Transfer,Seem old later laugh.
TX20235,A14480,-3126.74,2025-06-17,Deposit,National rest free.
TX20236,A17348,1538.02,2022-07-12,Transfer,Quite and.
TX20237,A16357,10848.55,2024-11-21,Withdrawal,Type executive.
TX20238,A12559,2679.29,2020-10-29,Deposit,Perform executive sort like.
TX20239,A10156,2122.49,2022-10-20,Withdrawal,State site alone see field.
TX20240,A15299,-1876.6,2024-03-16,Withdrawal,Hope star girl woman.
TX20241,A11411,-1705.57,2024-11-15,Transfer,Himself discussion pull idea.
TX20242,A10925,-4573.17,2020-06-28,Withdrawal,Wrong give actually movement.
TX20243,A15720,253.69,2023-01-20,Payment,Sport grow.
TX20244,A17713,18365.78,2025-04-11,Withdrawal,Clear particularly player official stop.
TX20245,A15986,7546.66,2023-07-24,Payment,Side plan be even.
TX20246,A14215,5657.52,2021-12-07,Deposit,At employee.
TX20247,A13585,12235.69,2021-11-01,Deposit,Whose amount and tax.
TX20248,A16649,-201.1,2021-08-05,Transfer,Season talk without actually.
TX20249,A14605,13862.62,2022-08-12,Withdrawal,Board drop.
TX20250,A11481,10789.01,2024-04-23,Withdrawal,Religious guess decision also sell.
TX20251,A16365,-1595.56,2023-05-21,Transfer,Citizen movement decade.
TX20252,A11914,13528.55,2020-09-12,Transfer,Interview already source lawyer.
TX20253,A14342,12255.42,2021-02-06,Payment,Ahead mouth stay.
TX20254,A11176,4177.85,2024-11-19,Payment,Need until.
TX20255,A16854,16488.27,2023-12-05,Payment,Own half personal in carry.
TX20256,A11889,14276.8,2025-02-21,Payment,Value past live again.
TX20257,A15665,2692.56,2021-01-27,Deposit,Provide enter respond interesting little.
TX20258,A12612,10604.98,2023-08-06,Deposit,Learn exist hope agent.
TX20259,A13018,6840.63,2020-09-09,Payment,War fight produce bed property.
TX20260,A11311,17620.62,2020-09-22,Payment,Story enough price national the.
TX20261,A14924,7139.3,2025-01-07,Deposit,Defense whether strong politics its.
TX20262,A17628,18905.06,2020-08-01,Payment,Less environmental remain resource.
TX20263,A12345,13515.35,2021-06-01,Withdrawal,Us to appear.
TX20264,A14411,-4401.38,2021-05-30,Withdrawal,Which mouth be analysis.
TX20265,A17573,15777.17,2025-02-04,Deposit,Everyone capital this.
TX20266,A15926,-1457.69,2021-12-15,Withdrawal,Great town such other rock.
TX20267,A10316,12660.29,2025-04-20,Transfer,Others bar so can.
TX20268,A11392,19121.34,2024-10-10,Withdrawal,Stock growth watch.
TX20269,A17868,1058.7,2020-06-21,Withdrawal,Budget soon green record add.
TX20270,A11009,5079.91,2024-09-03,Payment,A able.
TX20271,A12845,-4295.9,2021-09-15,Payment,Read alone four.
TX20272,A12401,3197.37,2020-11-20,Payment,Throw choice though.
TX20273,A15717,18656.55,2020-09-02,Deposit,Cup appear sense.
TX20274,A17283,191.35,2023-06-04,Withdrawal,Others cup simply return civil.
TX20275,A14146,-4892.03,2022-06-20,Transfer,Car likely play rise onto.
TX20276,A14716,5415.49,2023-10-30,Payment,Station effort model short series.
TX20277,A11234,-3967.81,2021-04-30,Payment,Able main pass pass respond.
TX20278,A17073,15151.28,2023-09-29,Payment,What along.
TX20279,A15698,13308.37,2021-05-11,Withdrawal,Good room performance it.
TX20280,A12851,2644.17,2022-06-08,Transfer,I once color let practice.
TX20281,A12262,-4208.55,2021-02-12,Deposit,Fill particularly hand.
TX20282,A11242,9050.51,2025-06-06,Payment,Four artist front cut.
TX20283,A15580,7208.13,2021-04-23,Transfer,Unit these white.
TX20284,A17007,18990.08,2024-11-23,Deposit,Your magazine individual.
TX20285,A17524,12494.75,2021-03-25,Transfer,Theory fight.
TX20286,A14763,8373.08,2021-05-25,Deposit,Teacher minute industry.
TX20287,A16886,8362.92,2023-02-11,Deposit,Court career who talk.
TX20288,A13115,4367.84,2025-01-04,Payment,Nearly able.
TX20289,A12382,1715.41,2021-01-04,Withdrawal,During at.
TX20290,A11766,16616.79,2021-10-31,Payment,Such station.
TX20291,A15078,9417.74,2020-08-31,Transfer,Company thank take.
TX20292,A14703,15543.91,2022-04-02,Payment,Tonight serve test political.
TX20293,A10984,16221.8,2023-09-25,Withdrawal,Public personal.
TX20294,A14520,18913.6,2022-04-23,Deposit,But future vote exactly.
TX20295,A11995,-3930.22,2025-04-27,Transfer,Listen read idea.
TX20296,A17137,890.18,2020-12-20,Deposit,Sister baby yeah ten.
TX20297,A13844,4820.2,2021-11-02,Withdrawal,Democratic participant doctor manage teach.
TX20298,A16042,18637.97,2025-04-04,Deposit,Create stage.
TX20299,A14859,4072.3,2025-02-26,Deposit,Tell red listen certain else.
TX20300,A13153,14392.44,2020-09-06,Transfer,Senior those those old.
TX20301,A15144,17991.2,2023-10-20,Deposit,Prepare civil special city.
TX20302,A17879,16805.62,2022-05-15,Payment,Plan pattern keep.
TX20303,A11482,13189.02,2024-08-01,Payment,Price condition former kid.
TX20304,A17868,-4524.32,2023-08-09,Payment,Western response baby identify.
TX20305,A15215,2767.51,2022-06-22,Withdrawal,It century else hour.
TX20306,A15957,11692.13,2025-02-12,Payment,Other age draw tell.
TX20307,A17667,15497.03,2021-07-23,Payment,Step exist born many heart.
TX20308,A12352,15264.38,2020-09-29,Transfer,Show price least.
TX20309,A10452,-3203.54,2024-01-29,Transfer,Reveal home over response.
TX20310,A17878,2564.06,2024-09-16,Deposit,Wall glass short.
TX20311,A17885,19349.65,2023-12-17,Deposit,Brother fill.
TX20312,A13881,8509.61,2021-04-01,Withdrawal,Form project piece.
TX20313,A17113,4589.23,2025-01-10,Transfer,Expect commercial.
TX20314,A11983,-4188.52,2024-01-19,Payment,May speech church magazine yard.
TX20315,A12840,-2429.7,2024-12-15,Payment,Know individual protect break significant.
TX20316,A14029,13889.11,2020-10-11,Transfer,Like gas different.
TX20317,A10868,9380.16,2020-12-24,Transfer,Low hour blood affect kind.
TX20318,A12811,5681.76,2024-08-31,Payment,Industry night a a reduce.
TX20319,A17521,19439.34,2022-08-13,Deposit,Appear record adult Mrs.
TX20320,A15895,-3045.48,2021-12-23,Withdrawal,Part approach.
TX20321,A13132,1420.7,2023-02-12,Payment,Watch report much human.
TX20322,A13014,12461.62,2024-05-29,Withdrawal,For expert.
TX20323,A10200,-3572.14,2023-01-05,Payment,White plant.
TX20324,A14698,5099.11,2021-08-15,Deposit,Half region hold.
TX20325,A13194,12768.04,2022-01-19,Deposit,Someone summer face environment our.
TX20326,A11216,687.91,2024-08-10,Withdrawal,Admit for condition.
TX20327,A10246,16368.94,2022-02-02,Withdrawal,Best part.
TX20328,A18000,18854.86,2020-11-09,Withdrawal,Score certain free part.
TX20329,A12271,-1483.27,2023-08-22,Transfer,Person try at north born.
TX20330,A15016,19522.14,2024-03-26,Transfer,Involve either seat.
TX20331,A15486,17930.58,2020-09-11,Withdrawal,Including late hospital.
TX20332,A11473,-473.63,2022-01-16,Withdrawal,Top group option cell election.
TX20333,A15597,3364.23,2023-02-01,Transfer,Detail court human heart middle.
TX20334,A17513,7362.11,2021-06-08,Deposit,Protect art break write.
TX20335,A13240,16566.35,2023-07-20,Transfer,Stage hospital.
TX20336,A17288,5522.31,2020-11-05,Withdrawal,Country check night fear.
TX20337,A12759,134.27,2022-08-11,Transfer,Notice hospital music low experience.
TX20338,A13684,8921.06,2022-01-06,Payment,Cause personal study man.
TX20339,A16455,5415.14,2021-12-14,Transfer,Heart choice.
TX20340,A13914,5407.21,2024-07-21,Deposit,Land quickly too.
TX20341,A15832,14708.92,2024-09-11,Deposit,Pass born three save model.
TX20342,A11812,-207.47,2021-02-02,Payment,Thought sport member much.
TX20343,A17767,741.0,2023-01-31,Payment,Management marriage specific deal.
TX20344,A17217,2087.69,2022-05-29,Transfer,Red different enough.
TX20345,A17490,16490.12,2023-03-12,Withdrawal,Wonder organization once apply.
TX20346,A11282,-4653.9,2024-04-21,Payment,Value life.
TX20347,A16081,18770.34,2021-12-22,Deposit,Serve pay article current ground.
TX20348,A13864,-3062.22,2023-08-01,Payment,Ever while last research.
TX20349,A13965,-3080.45,2024-08-22,Payment,Capital north today stock.
TX20350,A13907,-1394.34,2021-02-24,Withdrawal,Hair full interest.
TX20351,A12138,17207.59,2024-11-07,Payment,Significant too risk argue city.
TX20352,A10597,4156.39,2023-01-23,Deposit,Site arrive official.
TX20353,A13625,2516.69,2023-06-27,Payment,Lose issue sit stand stuff.
TX20354,A11764,7962.74,2024-06-13,Transfer,True expect lay clear.
TX20355,A17369,8170.3,2024-03-07,Withdrawal,Past would create.
TX20356,A11806,18150.26,2021-05-21,Deposit,Together approach reach community.
TX20357,A16678,3866.21,2021-05-28,Withdrawal,Western official economy.
TX20358,A12551,984.91,2023-11-24,Transfer,Spend expect join best.
TX20359,A10705,5465.21,2025-01-16,Payment,Yet experience himself put.
TX20360,A11240,1435.22,2023-01-30,Withdrawal,Inside final still finally.
TX20361,A17879,16477.03,2024-11-26,Deposit,Time them vote bank.
TX20362,A13590,16736.67,2021-01-10,Deposit,Western professional fill generation.
TX20363,A11821,4096.45,2020-07-01,Payment,Total build again.
TX20364,A14978,14763.75,2021-01-06,Transfer,Oil country court partner.
TX20365,A15524,3287.67,2022-10-20,Payment,Approach table only design.
TX20366,A17187,6875.65,2023-01-09,Payment,Structure real improve.
TX20367,A17704,12848.23,2023-02-03,Transfer,Professional explain station too.
TX20368,A10980,467.85,2025-01-21,Payment,Center model line able.
TX20369,A15684,-3238.96,2021-07-02,Transfer,Strategy response still.
TX20370,A12018,16685.2,2021-10-16,Withdrawal,Between draw result she.
TX20371,A16870,9384.65,2021-06-25,Withdrawal,Nation event itself trouble.
TX20372,A12691,13942.94,2025-04-27,Withdrawal,Thought guess thousand.
TX20373,A12020,6383.6,2023-07-27,Withdrawal,Color effect size.
TX20374,A11581,6189.86,2020-10-13,Transfer,Enter officer while money.
TX20375,A16788,-3193.28,2024-03-22,Payment,Stand happen approach air.
TX20376,A16082,14435.37,2024-05-03,Withdrawal,Child edge wife.
TX20377,A15986,16549.99,2023-08-13,Withdrawal,System left money stuff set.
TX20378,A12792,11177.54,2023-05-11,Payment,Unit sister safe.
TX20379,A15129,19980.12,2021-07-08,Payment,Word better.
TX20380,A10476,313.81,2021-08-07,Withdrawal,Yeah past degree will later.
TX20381,A12614,12345.74,2024-07-25,Payment,Lose view stop since.
TX20382,A16441,19247.5,2023-05-19,Transfer,Follow ten just camera.
TX20383,A10932,12382.18,2024-04-04,Withdrawal,Defense like.
TX20384,A11062,7918.65,2023-08-16,Withdrawal,Security service.
TX20385,A11236,12932.47,2021-05-04,Payment,Improve magazine expect all bag.
TX20386,A12938,433.91,2024-02-17,Payment,Sport particularly Republican pay.
TX20387,A10193,-1550.16,2024-12-05,Deposit,Miss significant gun forget.
TX20388,A12871,2764.46,2020-06-19,Transfer,The today use in.
TX20389,A15026,16639.97,2024-10-23,Deposit,Picture goal western.
TX20390,A16662,4859.46,2023-01-05,Withdrawal,Cause sing operation.
TX20391,A10310,5257.21,2021-02-12,Deposit,Third word go choice begin.
TX20392,A15130,-4520.84,2024-08-24,Deposit,Church street themselves.
TX20393,A12735,12390.07,2022-02-14,Withdrawal,Finally at age risk.
TX20394,A12306,11845.16,2025-03-12,Withdrawal,Loss chair soldier every.
TX20395,A10020,-580.41,2023-08-01,Transfer,Quite writer.
TX20396,A15855,13828.86,2022-04-13,Withdrawal,Sing control yes.
TX20397,A15073,7400.41,2022-10-09,Deposit,Under personal draw during especially.
